article_id,newspaper_name,edition,date,page,headline,byline,article
12_1867-04-25_p2_sn86053571_00237289043_1867042501_0409,The national Republican.,01,1867-04-25,p2,,,"conferences, We here print the following, whiol
ve clip ffon the Baltimers Ssa! 7. -
pr.s.sti7Ia fhisbody ON Monday, X. commit
Z tss 9eH ~, teek concern gave in their report
y TjA iatishr ftikfits 70 Bishop Al M grsenT
. o,chnrchs 10, yAi taken u, Ard s,ttied
u Rspofts nsrn giycn by Mo distriet book stesart
= ieommittss on stntirilos and suppletnc ntary
tspCtt "" NJ eeAmiitse on mlssiohs.'T7- -
siiRees kii,hh lyetver addrcsssa ths confsrsae,
4 "" beheR ~ he book concern. 9 Z


In the afternoon addressss were deliFsred Z


ths sstsr.i Sabbath schools Of ths Afriean Ms,h
oaist Episcopal churches IN this city and IN Ii.


evening, according 20 Announcbmsnt, special
I diseonrsa was delivered By Dr. BALDWIN IN,


selected for his subject the loth. verse Of II,


2sth chapter ofnsN Matthew, and gave 20 IN,


hteplye, apdiepcs' q hnely woven discourse L
show fhs great inpoftsnes OF ths qualification
tst,ssh sndoi instltptes, u Learning, q =
T. Judge Hugh Lsnox Bond, by invitation q


Dhhop Payueo followed the Doctor, and ex.
1 pfagsd hiui.elf pertlpsntly on the subject. :.


preamble and resoiptlon Of hanks TO both


gsntlepsn were offered By Rsya james Lynch


and john NJ Brown, and unanimously aaopted.
\ q At tie aeonelusion of thoss proceedings the


member bf the eenf,rcncs and q, puu,bst q


Other psr'ens -p.rtSck or collation. prepared IN


ths .isosase roenJ I.ss.v 2aI . dlhl, q, .,,.g


wsymsn i1ths chair % taking up the reed.


lar business thsfs irhs quite an interchanfs Of


opinionl ppon the subject of TIN Bl,hops (paynsl
departure for England ut was thought expsdi.
eht ine thy event, TO- appoint q scommittee for
| ltbd hifh0p; Ind Rsss, IJanes A. Hsnsty, John
~, Hs,,tsts and Sasrsf y. wAskins were sp


po.n.easss b.s ,sdaBog b.d.oss..sged4 5Ilsl
1 ssfanl REPORT. were rendered, among whieh
there yves yps rsecusnentisg. Rev. T. b. Tan


s.sna'srips g 3 gfsRsd !, fos sas pres,


porai nature, the ordination services were begun
"" singing tho hyniai eonrnsucing. +. Shall ! fOi
7 KsI s. j. Hstbsrtn Ssrf asked q bissaps upon


the brsthrspi sbout 10 bs, efdainsd1 I and for q


pnp.rstion OF the hearts Of all about to engage
| In the service, t?svtsluu5iis al ~ 11I gFl r.
2 Gitst ths choir had sung an anthem, Bi.hpp
4 WAynan arose and delivered the ordination ser.


mon, taking for his text the 10Th chap. 1.cOr'
18th tersssf- % 90 oIa Cd fIfg lgta.r7 ahT


f,E Thy choir tbsn suse an anthem, and Rev b.
4 W, Modfs prrsertSd the eandidstes-J John II,
ia! Haitoo, 7Jamesif sisson, and Henry slinar-


TO Bishop Payne, who ,psrformsd the ordination


svryies Ia avery affecting manner lie also CAV,
1.-THE baStamert TO AL the ministers present and


said II might be the last time be would ever hay,
! the pleasure Of doing III oU saIG ioa asa. rar


\ The sppsiutnsnts were given out ss fol


baltimore CITY :. issthsl Church, Saratoga


street., Ray. D, Y. TsRnsri KbsnsIer, HIN street


Rev. ""A L. Stamford; Watsrsh Chapel, Rev. I'M
lFgsiubyj Uuiou Bethel, George NJ. Mltten; Al.
lens Station, Rev. John j, Herbert ags


II, WaShington city, d. C,-Irael church, W.


II. Hunter; Union Bethel, Rev james A. Handy;


81. PAul'so chapel Rev. r. A Hal; ~ Allen sta.


ton, R.y WIN wn II. ws,st,i cry Mission WIN


George W. :s.a,.sr, Rev W., b. Harri.
A a


4lsv5R r. FahWayman. Hagewtown, Rev. j
4 3Tieoisgnyg EHieott's Mills, Rev d, W. Moore
4 lCumberiahd. Rev. u. 7. Lane. Long Green, j
4 H. 6pnggs. ,Bnrkettsyille, Peter Shephard
4 EeakHk Mission, Il! N. Cole. Havre do Grace
4 d. Ridout.l Port Deposit, y. n. Henry. Ches
Il Iapeake city. W, y, Hopkins. Rsstop, Stsphsi
4 Byrd, pAtllngton, a. Woodhouse Clear Spring
4 moudi Harrisburg, ""A. Wilson. z Ohanbersburg
"" Typesp lWllliamsport,I T. .. Pindel. 5so'


Rev. Geo. IT. Watkins y. D. s. Hail., ], R
lE, ,Th0pAs, !, j, Hill and John ii, Offer win
lkineluded In tho Provisional Conferences Of Vlr
4 ghisf aiRsx W. D. W. tschureman transferre
. 10 tho Geofgia Conference. Rev J. NJ. Brow
contipted N The doffssponding secretary. Rev
|1 james II, a Johnson ps agent for Wilberforee
tapd Rsv James D. 6isson as agout for Mission
4, The Conference was adjourned to meet in An
n The Virginia Contsrsues will be held at Rich
4 mcnd May To- Proziuoi Bishop Wayman TO pro


side. ,s' % E.ls' i.sn 30 % .'. y -''''i.. ..1


aAFRIoAs M. Z. ZiOS CosrERRscE-Thi
body eIessd itso sessions at Galbraith chapel,
tneaf Fifth street, yesterday morning, and a
!, ljdurned,, superintendent Bishop presided. How
I ard-strsst dhapel, baltimore, was chosen as th
,,inextpiaes Of mestingsgl li.F 10 esyi.s1l gH.sd


. Delegates were appointed 70 the different cor
fOrences as follows; r. TOppkius to Philade
q phh; T. TAppap, to New York; N, Johns I
> Virginia. o. Maddox, tos sEeW iEnglandj s. q
tJonss, TO Ksntuekyl II. II. Dyson, to Allegheny
md J. A.LJenes, 70 Tennesses. hnoa On ..sf7
!. The, Board Of Missions was appointed as 70
lows; 6ei 7, yones. prssidenti i. TsppAn, VIC
president; Collins Crusos, secretaryj j. A!Jone
; ; corresponding secretary '.f4I a''u,7 D lW !
Finance oompnittee; R. Lancaster, Hem
, Thouaa, Charles Wilson. IN w., ,,rr I..s.,


Ths appointmsnta Tor lss7-S wsro announce
y a. followsill South Houard.strseL chapel, Bait
: more r. II Dyson. Washington. wesley Hoi
y JDhh Tsppap; Union Wesley, james A, Jone
= John weslsy, s. T. Jones' GalbrAith chapel,
: !, be supplied. Richmond, Va, Noble s. John
: chapel q. MsddS1; BdsAtvood and Rock dres
: John Les-C. MADDOX, the oversight Moui
Pleasant, Montgomery county. Md, Charles Pl
: kins- Charles Maddox, the oversighti job
, stWashington Parker, agent for the Hoard Of Mi
! slons; yahp A. Williams, transfsrred TO Phil,
. dAlphiA Confsrspoej Richard Tompkins, mlssioi
|, tary, Mark Bell, ,held in reserve, la.ra a.
' lsfdeurl"" nai --lL---. ------H tHs- .'. |.
|: oFIdnTIsa rIIR "".TraER. IN otwithstand
Z ing the circus and msnagerie took their leay
!, from this city some weeks ago for parts III
known, T. the rpigern attn remains In bis jungl,
4 uneAgsd too, TO the infinite danger, Of all vel
!. dant young mon from the country In search {
A ''ye elephantu Seeing this state Of things-th
4 'tanimsls'' going at large unclaimed, TO the de
!. timent and saiety OF soniety---on bench warrant
!. iAsusd by Judge Fisher Major Richards sci
AL two Of his most expert ytigsr"" and ""lion
\ tanners Clarvoe and Ne Dewitt, aided and abette
a BY Messrs, Thompson and HIN, with Lieu
|, Ksly,oto effect the capture Of The 'bsastj' AZ
n Wescott, John Jones' Alexander Bennett N
: Judee Fisher for inspection, The Judge be-
, them 70 bonds or 81, 900 Zach for exhibiting tho
q moral show"" in public without license, and
= GupSsf in court from day to day for tria
A Messrs Jesse B. Wilson, John Usher aud Wu
! Jones became their keepers. .. ...


n ROBBERY AND ARREsT.-On the mornin
ID o. tho 2lst, Mr.. W, ChoIand Of this city, was
Il aeorgettWn during the FIRE at the market hous
If He had with him gold watch and chain, S3l
,fl Ia one pocket and about $50 In another an .
II count book and other articles. He was robb,
eh tbs ltreet Of his Hatoh aud chain, the so al


the account book, the robbers missing tho larg


amount % money. He notified Detectives Ola
of voc and MoDevitt, who immediately called Lieu"
7_1867-03-16_p1_sn84027696_0041421258A_1867031601_0015,Des Arc weekly citizen.,01,1867-03-16,p1,,,"His actions became as impetuous as tho motion of an oak in a hurricane. His voice became trumpet filled with wild whirlpools, deafening the ear with crashes of power, and yet intermingled all the while with sweet under song of the softest cadence.

 His face glowed like heated furnace while his countenancc was haggard as that of maniac, and ever and anon he flung his long, bony hands on high, as if grasping after thunder bolts.

 He drew picture of murder in such appalling colors, that in comparison hell might be considered beautiful place.

 He painted the slanderer so black the sun seemed dark at noon-day. when shining on such an accursed monster :. and then fixing both portraits on the shrinking man, closed by a strange ex- hortation to the jury, and the bystand- CTS.

 He advised the panel, after they should bring in verdict for the plain tiff, not to deal harshly with the de- fendant, however richly he deserved it; in other words not to 'lynch the villian,"" but leave his punishment with God""

 This was undoubtedly the most artful trick of all, and best calculated to in sure vengeance.

 The jury returned verdict of fifty thousand dollars, and the night after wards Hopkins was dragged from his bed by lynchcrs, and beaten almost to death.

 As the court adjourned, the stranger said:

 ""John Taylor will preach here this evening at early candle light.'

 He did preach, and the house was crowded. l have listened to Clay. Cal houn and Wcbstcr-to Dwight, Beech CT and Bascomb-but never heard any thing, in the form of sublime words. even remotely approximating to the cl oquencc of John Taylor-massive as a mountain, and wildly rushing as cat aract of fire."
7_1867-07-31_p5_sn83030214_00206530868_1867073101_0651,New-York tribune.,01,1867-07-31,p5,FENIANIsM AND THE CHURCH.,,"A Buffalo paper of Monday says: Ser
geant John Lynch of Capt Graees company of Fenans
from Cincinnati who wounded In the groin at the
battle of Limestone Ridge June 1885, died In the hosp
tai of the Sisters of Charity last Saturday morning yes
terday afternoon q uniformed body OF Fenlaps desR'
mated ""a tho Tth Regiment, |. X. A, assemDed az
O'Clock at No Al Pearls for the purpose OF Duryg tne
body with military hOners The troop left ther armOr
between 800 and 400 strong, accompanied by young
Brass Band and marched to the hospital where the BODY
was placed In Mr.. CrOwleys hearse by SIX re,
nian sergeants. The regiment then reformed
Court.st, thence to Franklinst., halting ia front
of St Josephs Cathedral at about o'clock II Is sald
that committee OF Fenians, consisting of Messrs Gala
CHER Whalen and Clngen, had waited on the Rev IA
her Gleason the Administrator Of the Diocese last Satu


day evening when they given TO understand that
the funeral could be performed In tile Cathedral
In accordance with this understanding the paDearers
under the direction OF the SEXTON conveyed tne corpse
into the church Mr. Crowley then announced to Father


Gleason that all readiness for the hna prayers Tor
the soul OF the dead The preate informed the sexton
that could not perform the last rites unless the
men In green uniforms should first leave the
church. this being made known to those VINO
had the funeral In charge the pabearers were at once
did 30 and were followed out by large number OF the


friends of the deceased and the uniformed portion Of the
brotherhood who present The remains were placed
In hearse after which the column proceeded along the
Terrace Mainst down Main To Ohio out ONO ST. To-
ward Limestone Hill Cemetery far the plank road
all to the city but the party detailed 10
fire three vOeys the grave and few friends The
prayers the grave read by ayman ali present
kneeling around the grave with uncovered heads"
3_1867-12-03_p1_sn86053571_00237288579_1867120301_0539,The national Republican.,01,1867-12-03,p1,,,"


From the Lynchburg S,Ts we CLEAN the follow
my;


A young man named Jordan was instantly
killed on Saturday last near Mount Zion ch urch,
oHHt of BufOrd by being run over by freight
trrlp Vi the Virginia and Tennessee rAilroad.
butn legs and arms were cut OFF, and his body
horribly nanglsd.


luo formed here on Saturday to the thickness
uf y quarter u an inch or more.


4 gentleman fsll Into well In Petersburg q
i,rt deep, and escaped with only few bruises.
small negro boy fell into swill vat at
Nt""trht clt'IlIefyt on Friday, and was sealded
~ gFEth


'jrt Lee Sas in Petersburg on Thursday, and
Wa iLr YgrTt Of Gen. Malone.


CV4 Edm uLd FOntAiBe has been unanimously y
- lsr,sc pitsIdent Of the Virginia Central Rail
fpEq tgmpAhyi and his salary has been In
giEsSHd from "" yJJy 10 $500 per annum.
Lrli New Market a few days since by Mr.. Irving
Nj william BHups, Of Richmond, while out
LlLt!ng Thursday, accidentally shot himself
His wounds are serious.


the 2lst T.. :. Infantry, arrived here on Satur
day, and were marched Immediately to the IL
camp AZ the fair grounds.


DIhe Richmond papers Of yesterday say;
bDelegAttA 10 the constitutional Convention
are now arriving by every train. Uawxhurst o
Alexandria Porter and MAdlox. Of Chester rheld
swan, OF HenTieOi MUFrlssey, Hunhicutt, ant
Lindsay, Qi hlchmond, were prOmenading th'
The December term Of the county court Of Hen
ricd commences this morning, conaldeTAbl,
amount Of business awaits the attention OF tn,
magistrates.


General Lee returned TO the city Saturday Al
ternOun from Petersburg,


On Wednesday last a coloTed man nance
Henry Brown was shot through the heart anI
killed in .dooehIa@ndl nd Gooehiana hhn county, by
Of an old grudge. Thompson was drunk at th'
time."
1_1867-06-03_p1_sn83045462_00280654292_1867060301_0131,Evening star.,01,1867-06-03,p1,,,"ALEXANDRIA ITEMs.-The Gazette OF Satur-
day says:


The fishermen. colored, who have been haul
ing seine for Messrs. Sinclair and Hawkins
lsnging to the firm attached at the wharf foot
OF Prince street, and placed under guard, to
satisfy their claims for services rendered. The
case will be tried before j n ice Moore on Mon
day morning next.


The Mayor has called meeting of the Conn
Gil this evening, at 3 O'Clock, for the purpose
OF appointing proxies to represent the city's
interest in the meeting of the stock holders
OF the Chesapeake and Ohio Canal Com
pany, which takes place at Annapolis on Mon
day next


The freight train on the Orange and Alexan-
dria railroad yesterday brought down, besides
quantity OF -four, wheat, &C., z, GEO sacks OF
corn, or nearly 5000 bushels. The receipts of
produce by the railroads terminating here are
steadily increasing.


The locomotive Rapidan, which bursted its
boiler on Thursday last, was brought to this
city early yesterday evening, and placed in the
machine shop at the Orange and Alexandra
railroad depot tor repairs.


The remains of Messrs. Lynch and Rose,
killed by the accident ON the Orange and AL
exandria railroad on Thursday, were Inferred
this evening in the burial ground Of the M. Z.
Church South.


Mr Jas H. Osborn. native, and until the
commencement Of the late war, a resident in
this city, has just been elected may or Of Rock.
ingham. North Carolina.


The track on the Alexandria, LouRdon and
Hampshire railroad has been relayed 70 Lees
burg.


Both branches Of the City Council were in
session last night considering the revenue bill,
but no final action was had.


The June term of the Fairfax circuit court
commences on Monday next


The June term of the county court for this
county commences on Monday next."
15_1867-06-03_p1_sn83045462_00280654292_1867060301_0131,Evening star.,01,1867-06-03,p1,,,"RECOVERED months ago, as our
| readers will remember, Mr.. DON T. O. Peters,
of this city, had a carpet bag stolen from him
in Washington. which contained $17,50O in
notes on the Bank of Fincastle. amounting in
current funds to more than $4,000 in value


After long and arduous pursuit over many
Of the Northern States and also ia Canada, Mr..
Peters has at length succeeded in recovering
all the notes which were stolen from him.
Lynchbuyg Vd.) Republican."
23_1867-06-18_p7_sn83030214_00206530868_1867061801_0357,New-York tribune.,01,1867-06-18,p7,,,"SUPREME COURT-GENERA
E--Sn. uou 3gL k9to0rL
si--lolns0u go. P.oFman.
s--Hsri az. Plants Man. Go.
N-NI,Hsusau az. Madsworth
fr-Srbcpp let. Carpenter
E-Stsne alt. Browning.
u-Eifaris sgt Butenburs.
t.-Wneeler I'D. Allen.
-Smvtir a.t buylon.
et-nunton art lfcare.
65-BaaE OF Commonwealth agt


N-1 NleCtt.


SUPREME COuRT-Cmc
fr-Duf.s agl Andrews e, d.
.t.-Sn.lickt. 3gL. Lynch, sheriff


&c.
l.5.-C. s. aut Brazil Mails. $. Co


rgf Morrill, l-
Is5G-ElriaI auc ano. agt Peter


SOD.


2.e-fr..n- Bauk pct Dubo.s.
I.ga-ue Lever -fi. tisc.
IIus-Mc-ri-t ggi. Hudson River x.


r.. Go.
aei-Wbi.miu act BuckleT et al.
i.I-Wfso1 agt Mclean GO al
.lJ-buyd .f- Merritt


PART H.
als-Hart'cy agL james.
laig-pceker aet NIl'lam-.
wg-Lrach a-L ilIicr
egl-E-0u a aAt. schWe;iu.
sls-nrOgu sgL Mall0y.
la.U-Leake ast. Tie B.eeeker-st


AMI Fglon Ferry H. i. 60.
294-M0rfcc ast HUDSON a. K H.


60
lGoo-Broad SC agL Paci1c Nut.


lu. go.
sl.-u,r.uref fgt Stevenson. -
SUPREME COCRT-SPECiAL Z
f--Tappe. aet PoWel@
l,-sa.seg AT Nar..
lg,-Woairul agt Pesrcc
25.-Scvnv est O.. and \. W. r


IL. 60.
l75-MelIrd ag'. Sherman
lfg-Ni.o.l ag; Ncol.
ll-ilauscT alt shaedeE
Igl-Wh.le ast Morcmlhsn
Isi-Treldre.i as- Sackct.
lq5-Ho.cI aCt Mackey
go4-Slrrnan agt Dickinson.
gW-Farkef agt Raymond.
14l-la.ss aet keciOrs &c., O.


Church la 81 Eslut.
1sa-NaIks agt Ley-
l2A-Manr ~ ait I4ns,cIu.


SUPREME COURT-C
l7-KiFkqairick agi. Cohen
Call No h1-liguks agt S,iklrk.


SJrEElOR COuRT-TMAL
.oes-Tmumin az Kelbs.
.q2l--Moses set Banker
3lll-irwrg agt Spring.
.ll1-Ssrkrtl at Gunner.
l2a-Giloert agi. WESLEY.
219S-Gray sgt Underwood.
.DU3-Stlhsuyall agL G4lmm.
JI1l-Ii6bbs ast Buncc.
s2f-lryiuc sgt Wood.
AU4-ComHssky at. sslomon.
303i-LAmh agt Erio Z. x. Go.
32a6--Fruth agt Foster
7l1s-Ranck agG Lyons
a2lp-Ganiner aft ssfreiL
5lq3--Niles az. Couller.
..et-SOy,A a.Is. ksaA al. SHaa'E'"
36_1867-12-14_p4_sn82015099_00279556677_1867121401_0623,The Shasta courier.,01,1867-12-14,p4,NOTICE TO CREDITORS.,,"NSTA OF L. W. RRIS,
IL Deceased.--Noti e is hereby given by the un-
dersigned, administrator of the above named es-
tate. to the creditors of, and all persons having
claims against the said deceased. to present the
same with the necessary vouchers, within ten
months from the first publication of this notice. to
the undersigned at his place of business in Shasta


DANIEL LYNCH, Administrator


Shasta, Aug 81, 1867 au31"
26_1867-05-03_p1_sn86053571_00237289043_1867050301_0437,The national Republican.,01,1867-05-03,p1,"pc, pc,.,, ana, sc,..er..",,"


children Of Worcester, Massachusetts,, and some
Of the schools are nearly dspopuistsd. 4


JAMES BUCHANAN, ex-President, entered
upon his 77th year on The a2d inst. He Is stili
In vigorous health.


TIE Charleston Mercury calls upon the
people ofthst city % rHiss ton thoursnd dollars
for the relief Of suffering poor in the interior.


The King Of the Belgians is in Paris,
and goes about the city like ordinary curious
strangers:


IT Is reported upon good authority that
Gen. Brsckinridge, who Is AZ present sojOurning
In London, has written homo, strongly urging
the Southern States to adopt the military bill.


THE tobacco crop Of Virginia, now com
Ing into market, Is one Of tho largest and best
raised for many years past, and is commanding
extraordinary prices. ~


A MAN by the name Of Samuel Jordon,
Of Abbevillo district, s. c., has written pam
phiet to show how the Union can be restored to
It's original purity vr O. -rr.


TIE oil and bone taken by three whale
ships which arrived at New Bedford this season,
during their last voynge, amount to over nine
hundred thousand dollars. .'-' ''.-


MARY BRooKs, IL years Of age, daughter
Of Alexander Brooks, Of Hartford, mysteriousiy
disappeared on Wednesday Of last week, and has
not been heard Of since. az.
CALEB SrErsoS, Esq, Of Boston, has re
signed the position he has occupied 50 long %
President Of the Shoe and Leather Dealers Ma
tional Bank.
TIE people Of Montreal go in for cheap
amussments. Competent persons are employed
to read Shakespeare and other authors to au'
disnces who pay Eve cents admission.


The King of Sweden and Norway has
conferred upon John Ericsson, the well.known
inventor Of the iron monitors, the Grand Crosi
Of tho Swedish Order Of the Polar Star.
The track Of the Worcester Mass
horse railroad is to be taken up and the prop
orty Of tho company sold unless new organiza
tion is willing to buy and run the institution
which has boon losing concern.
QUITE q crowd visited the Executive
Mansion yesterday, and many Of those in attend
Il AhOo hhu lhNoANloNo WIN WV AhhNhl
those admitted to audience werc several Nom
bers of Congress


TIE Philadelphia mint has recently re
coived for coinage some very Gne specimens G
gold from Autauga county, Alabama, which ar
said to rival in quality the nnest brought frOr
California.


Ar Richiord, VT, on Sunday last, tw
boys, Eugene and Gardner, Of II and IL years Q
age, were very dangerously burned in attempt
ing to kindle Ere with kerosene oil. 1t
feared that the youngest will not survive


SENATOR STEWART, of Nevada, takes tn
cars to-day we learn, On route for tho State Q
Mississippi. lie intends addressing both whit
and colored people concerning their duty on th
reconStruction question.


IT is said that between twenty and thirt
clerks will soon DO dismissed from the Third Az
ditor's office. This reduction Of force Is necei
sary on account Of the great diminution Of wOr
in the commissary Department, tho accounts {
which are examined in this Office.


THE Japanese Commissioners will visi
the President to- day. They will be introduce
to the Executive by Secretary Seward, and wi
explain to tho President tho objects Of thei
mission, and tender to him the presents sent b
the Tycoon.
| S.vUs.VII AIaIsiIIIVIv vi Ucune'
day passed of quietly. The vote was small
The result Is as follows: Scott and George, cor
seryative Democrats, II, 81; Kenly and Ken
nard, radical Republicans, 1887; johnson an
Lynch, conservative Republicans, 1869.
PATRICK McGRATn, the last Of the Fenian
convicted at Toronto, Canada, whose counss
moved for an arrest Of judgment, wason Wednei
day sentenced to be hung on tho 1lth Of June
The judge said no was obliged to pass the scr
tence, but did not suppose 1t would be carrie
out.


TIE Philadelphia Press learns that
number Of American gentlemen, capitalists c
unlimited resources and credit, have offered I
undertake the construction Of the contemplate
Lake Huron and Ontario ship canal, connectin
the great western lakes with the st. Lawrent
river


THE birth Of son to the Princess Chri
tian, princess Helena Of England raises th
total Of Queen Victorias grandchildren to ten
six grandsons and four granddaughter. tn
Princess Of Prussia has three sons and daugl
teri the Prince Of Wales, two sons and daugh
ter tho Princess Louise, Of Hesse, two daughters
and the Princess Christian, one son.
AN old colored preacher and schoo'
teacher In Columbus, Ga, was asked, tho Oths
day, what party no belonged to now. Like
''man and brother, he replied Don't b'lOn
Il -.
prnys for all les alike"" ""Then,"" said the II
quirer, ""yOu arc . philAnthrOpist ?"" ""NO, sal
isn't dGf-dat 1 in't-I'so Baptist, sab,
/ Ranlist"
46_1867-08-17_p2_sn86053571_00237288579_1867081701_0173,The national Republican.,01,1867-08-17,p2,ARRIVALS AT THE HOTELS.,,"


KIRKwoOD HoUsE-HxspLnr 4 aasru.
W. W. Colly, n. T.. Z. Leonard, Easton, Nd. -; O.
W. Bailey, Baltimore v. NJ Burke, D. @. H. q. tl.
NAV, Ma; L; n. ul,mann, Mis-: Kate Keen, Phil..
ss.aa. ssssas = SG' V E..,:Is Ekss,rs i:n.ns R.%S
"". Jones and wife, J. Riley and daughters, N.
Z; J. Bradshaw and lady, Cambridge; Isaac
H.ehslt, wsshisston; B. y. Guy, J. W. BOtel.r,
WASHINGTON HoUsE..Mrs A. P.BxyrRrper
y. N. Wheat, Alexandria; John 3. Adams, Battle
Creek; Henry @. Lefsysr, William II. James, Win.
chester sNh. Y. NJ. !isk.SSi i Hugh GSrbs, ana
George 2. Miller, Lswisbursh, Pal WIN Il. Boards.
ley, Bun.lo; EJorsngsr and lady. clifton springs
George B. voehisr and daughter. Bird Bsglssion aud


OWEN HOUSES. W. OWN.


Malcolm Gregory, J. Seymour, u strsub, City; Aisr.
Monkin, New Orleans; Thomas Meredith, New YORK /:
r. Il. Reed, Baltimore; p. J. walsh, Chicago, iii.
Stephen Rsubsns Baltimore; Dennis Crowley, Phiia
NJ kiehm, N. W. Taylor, San Francisco; r Paine.
New York; s. 8. Bishop, Phiiadslphia.
wILLARDS H0TBL-srKzs, CHADWICK 4 Co.
ID. b. Weaver, city; John Smith, Jr., g. B. Lang
don, New York; D.L. Cobb and wife, CAL: W. D.
phia; D. @. b. Brsman and wife, Boston; W. 4.
frsneh, Evansville. Ind.


NATIONAL H0TEL-H. 8. Bzssos.
H. Roaet, W. o. Terry, Washington, D. C.; o. b.
french, r W. Gwslney, Baltimore. Ma. H. A.Pisres,
Col. H. Q. Grout, Mich, Hon. n. B. Babeoek, New
York O. 9. Howley, U.s.


METROPOLITAN H0TEL-Porrs 4 sHuLLxr.
James Lynch, Peisrsburg, Va; J. b. Motley,
Yarmmyills, Va; B. Miller, Daniel Fuller, Joseph
Martis, R; L. Brccmh.ld, Phiadslphia; John Mlehin,
Eugene o. Michin. Albemarle couuty,ya.; James
Glover, Scotland; W. 8. Taylor, Cincinnati.


EBBITT HoUsE-c. @. WILLARD.
Emanuel Cunard, g. T. Emerson, New York; Chas
Harris, Baltimore; samuel r. seibert, Chsrles y.
Schmidt, W. o. Douglass, Washington; John r.
Kinds, Va,


SBAToN HoUSE-Jous II. sEnxEs.
W. D. Dodds, Connecticut; D. g. Burson, Rich
mond, Iud. Howard Greentroe, Baltimore."
