article_id,newspaper_name,edition,date,page,headline,byline,article
13_1870-12-02_p5_sn83030214_0020653106A_1870120201_0667,New-York tribune.,01,1870-12-02,p5,,,"


Ogden Ballard rClc o iiam C. Ba'd Be- he 3 yesr of ber
Relatives and friends of fm, sre respectful Invited - attend re
the re-feoc Of her spuusw George Dape- Boos
field Friday be- a. ~ ococS ar,gs vii be At BiOouieh
depot on arrival o. train a'uf loo. oI bscJsa st II
BRLDRN-At Ltch6ed Conn ou Ta,sy Wow p 1910 col C,i,
Belen only the late Hon. George o. Besn
the 6lsh T. Volunteers darag the Ns1 Of the Rebellion aged
years.


CLOsSEY-on Tuesiv Nov % He Coov of ih. ety. for
30 years -th tle house oi Hargous Co
THURSDAY morning Dee 10 o'clock from Ls late residence
No 50 West Hiteenth-5t.
C0SsORAher nd lingering illness, eheh .hs bore -ih
Christian oisude Cthaue ,he e Of John Coa4of 10 Se
10th OF her


The friends and family re.pec invited 20 s.,li
the funeral from her late residence, io Efst] on Friday
inst, at 2 O'Clock.


HoOLRY-ou Thursday Dec Abrhim Hooey. a7o = ysr.
Funeral on Saturday AZ om M ftsrl OF rs son ~ Jef
70 atsal. '''''' ''
KBARSY-on wedne.i,y evening o. Jane wife of
Fuper on surla, 3ocock Church Hoiy
munion The relatives AMI friends Of tas family respectfully ai
attend, without further notice
KMBEIAt Washington ght Ann humhe he Dist oi her
rSs Ss' friend. of tn. u, ar, a, to ,,pa The u,e from the -
afternoon Dee 3 Carriages will vsiung Irlral
and-ay Sauoa 60 meet Ac D oeoek tria on Ncs
Yors Hudson River Rd'roit
LrrrLB-ThurSy morning Dee Aune Haley Of scsre, fever
eldest daughter Of Joseph ra jos ne Ls 10 e i yes Of f
The relatives and friends Of e m, arr r,agta nTsd a.eai
the funeral from sh residence of her parnt - Gi5rcot suriay
afternoon. 4lh inst, II O'Clock,
0tssgo Co papers Plsase copy
LYNCH-Ou weilsiay Nov 3 1870 Al her ate residence No s,
wes. Seventeenth st luisa L'neA la ~ & year of bsr
oil Francis Ns' on saturday At ' o'clock s,loai unh
notice.


McLAUGHLN-ou ~sine.,y the 10Th, Harriet wife of Geors,
ryau1rs rereca, invited attend Aer urn on
sunday the 4h naP from 80 GOSest Of Wsyuc,t
Fie66arsb Mass, p,p-r, please copy."
3_1870-01-03_p7_sn83030313_00271743695_1870010301_0042,The New York herald.,01,1870-01-03,p7,"SUBURBAN INTELLIGENCE

NEW JERSEY.",Jersey City.,"Jersey City.


ACCIDENT AT THH DEPor.-A lady named Co.'S
tell0 residing at 334 Warren street. Newark fell be-
tween the cars a the depot last evening and very
badly bruised She was taken to the police station
fOr medical treatment.


ALLEGED ArTRAPrKD BURGLARy.-Patrick Ash,
aged twenty-ono years. was arrested yesterday for
making hts way into the house OF Patrick Kilroy at
362 South Seventh street. and attempting to plumber
II OF several articles. He was placed in prison to
await examination.


THE RAILROAD AVENUE RIOr.-Y Yesterday after
noon the police succeeded in asres.ng three women
who are charged with having been connected with
the deadly attack on Oflcer Lynch at Railroad ave-
nue., on saturday night. Their names are Sarah
Feeny. Maria Kelly and Bridget Fuller, aged thirty.
two, thirty-four snd sixty years respectively This
makes seven persons now In prison Tor being impli-
Gated IN the riot. Onicer Lynca wii probably re-
cover, but slowly.


AILEGRD HIGHWAY RoBBERY.-Anton JAEGER who
lives In Adams street. entered the saloon at the cor.
ner Of Grand and First streets on Saturday night,
and while there was robbed OF hIs pocketbook. He
unable 10 substantiate the charge against them and
they were discharged by Recorder Pope. 1t tran
Spired that Jager made ""mus5,"" In the course OF
which ne was lent minus his money.


Newark.


SERIOUS ACCIDENT TO A FRENcHMAN.-Un New
Years night, about haf-past nine O'clock French.
man named Cecile 9. Nicolet OF No. 81 East Fair
street. was run over in Hamilton by large brewers
wagon belonging 70 Hill b Kruger, driven by Gus.
tave Siaffert and so seriously injured that his life
was at first despaired OF. He was removed to ST.
Barnabas Hospital, and last evening had SO far re
covered as to be able TO give HIS name, and hopes
are now entertained that he may recover


THE NEW COMMON CoUNCIL.-F0r weeks past the
greatest possible anxiety has existed n political ano
private circles here regarding the probable action
the new Board OF Common Council which holds Iii
inaugural meeting TOMORROW evening. The new
board will have democratic majority Of two mem
bers, which gives them the control the entire city
patronage including the police force and paid tire
department., for the first time In four years. Con
seQuently grand clearing out Of the pres
ent republican on1ce-hoders Is expected,
and for the POSITIONS that will thus in aprObabity
be made vacant terrific scramble was weeks
ago inaugurated. During that period the unfortu
nate Alderman who, 1t Ia almost conceded, Will be
chosen president (Mr. A. G. Westervelt), has had
from twenty-five to fifty calls nearly every day from
patriots anxious to serve the city for nan-
cal considerations Tae SLATER for city officers has
not, even at this late hour, been agreed upon. In
deed no formal caucus has yet been held, 30 that
the proceedings tomorrow evening will prove In
tensely entertaining to Interested as well as dlsn
tere8ted parties."
8_1870-07-23_p6_sn83030313_00271743713_1870072301_0226,The New York herald.,01,1870-07-23,p6,"T RIPLE e SH E f T

New York. Saturday, July 23, 1870.

CONTENTS OF TO.DAY's HERALD.",,"


1-Advertisements


2-AdvertisemeDts


3-The War: Napoeon's Circular in Justification
OF the War; French Statement OF the Hoben-
zolern Crown Case; The Prussian Diplomatic
'Surpuse:"" The Sdrmish at Forbach: s.
marck and Moitke eanguine of Triumph; The
French Emperor III at st. Cloud; Legislative
Address TO he French Emperor and the Impe
rial ReplyIAquaiic-The Warm Weather
A-Europe: The Oneida Disaster Debated in the
british Parliament summer Days and Street
scenes scene IN Madrid; IRIS, irish Trade Trad 1 Witn New
Police-The Scanned Homicide: Trying to
tlt ihe Yoke OF Revenge TO Thomas Donohoe's
NecS-Tne New Federal App0intments-The
Twentysecond Ward Murder


J-The Gaows' Execution OF James Jeter Phil
lips at Rlchmont. Va; History and Details Of
the Murder, Trial and Conviction Naval Intel
lig --PrOreedingS in The New York Courts
BROOKLYN ,Cny News-sucide Of a Reformed
Burg am rriaRes and Deaths.
6-E litoriai: Leading Article on che European
Press on the war-0pltuary--A amusement An
photographic News From all Parts OF the
Word-News from OBSERVATION-DISCLOSURES
Of M. Parado-Personal Intelligence
in the Central Park-Army Intelligence
Yachting: Fonrth General Meeting Of the New
York Yacht Club-Oflicias IN QuOd-New York
city News-BusiDess Notices.


S--lnfalibutv: Papal Inalhbility in the Ecumeni-
cal Council; Work OF the First Council OF the
Vatican: Pope Plus the Ninth on July IS, st.
Camillus' Day; The Schema, the Syllabus the
Encyclic, aid Bull Late sedtentie; Church
Claims, Action and Disciplinary Rules
g-Iniallibility continued from Eighth Page)-
Financial and Commercial Responsibilities
Iisements.


I0-P ospect Park Fair Grounds: Two Exciting
Trotting Contests--Ciosing Exercises or Gram
mar School No. 15-Fata Lamp Explosion
Suspic OF POisoning-Suicitle in Hoboken-
Midsummer Resorts: Departure Of the Presi-
dent from Washington for Long Branch-Dls-
tinguished Arrivals az Our Watering Places
Shipping Intelligence advertisements.
11-North Carolina: Additional Details of the Civil
CCniict-Real Estate Transfers-The Crops
no 4
and Japan-Struck by Lightning-Fatal Sam
Patch Leap--W eseyan University Grafton
Before the Alumni BY Rev. DR.. Curry.
fa-Mexico: The Forwards Depredations on the
Mexican Coast-Our Commercial Marine-The
Murder and Suicide at Conneaut-The Lynch
ing in Alabama---Fall Over Clin-A Fearful
Fal-AdyertsementS."
21_1870-07-23_p6_sn83030313_00271743713_1870072301_0226,The New York herald.,01,1870-07-23,p6,SIhTth lsltN0 leWS.,,"Justice Garrett yesterday committed TO prison
Michael Grady for having felonousy assaulted Ed
ward Ceman, whose life is now despaired OF


fire broke out yesterday in the premises OF Leon
ard Jennings, on Harrison street, destroying about
fifty dollars worth or property.


John McCabe and William Lynch boys were
locked up yesterday for burgiariously entering the
store OF Mrs. O'Brien, at StapietoD, and stealing
fifty dollars worth OF properly."
1_1870-05-21_p1_sn82015099_00279556689_1870052101_0497,The Shasta courier.,01,1870-05-21,p1,"ADVERTISERS DIRECTORY,

4rsT CORRECTED MONTHLY.",,"


D. WE'LL q BROTHER, Dealers in Dry Goods
4 Clothing. Main Street
A. GRoTfEND co Dealer in Dry
Goods Clothing Groceries, Main Street.
JOSEPH ISAACS. Dealer in Dry Goods
Clothing, Main Street.


c. C. BUSH 4 co, Dealer in Groceries 4
Provisions, Main Street.


DANIEL LYNCH. Dealer in Groceries 4
Provisions, Main Street.


sCAMMoN TIFFIN. Wagon making 4
Blacksmithing, Main Street.


SAMUEL IsAAcKs, Blaeksmithing Main
street.


SAMUEL RICHARDS. .Blacksmithing and
Wagon-msking. Main street.


JOHN v. SCOTT. Empire Hotel, Main steet
D. II. DUNN. Boarding House.


MRS. II L. GREENE. Hotel. Main Street.
A COLEMAN, Dealer in hardware, Fuse, &c.
Main Street.


f. V0LUNTINE. Tinsmith and Dealer in Hard
ware, &C., Main Street.


]. NJ. MANAsSE, Books and Stationery, Etc,
Main Street.


IA. DowNEg, Books and Stationery, Etc,
Main Street


L. wELLENDoRFF. Dealer in Drugs, Med
icines, Etc, Main street.


WIN II. DUNN. Lively Stable and Coral,
Main Street.


O. d C. STAGE CO.. Jno. Craddock, Agent.
Office Empire Hotel.


GRANT TAGGART. Shasta aud weavervile
Express Line, Office Empire Hotel. Also, Livery
and Feed Stable, Main Street.


JOHN FLEMING, Proprietor of the Brandy
Creek Saw Mill.


0. P. WOODWARD, Proprietor of the Spring
Greek Saw Mill.


CHARLES MCDONALD, Saloon and Reading
Room opposite the Court House. Main Street.
ceMsToCK & MARTIN, Commission Mer-
chants Red Bluff.


RANTZAU & SHAW, Commission Merchants.
Red Bluff


SAM JAYNEs. Agent California Steam Naviga-
ton Company. Red Bluff.


G. C. sCEROTER. Saddle Harness Maker,
Charter Oak, Main Street.


L. GhRRECHP CO.. Meat Market. Main
Street.


J. f. PELHAM. Physician, Office up stairs in
Wells Fargo d Co., building. Main Street


JOHN S. FJLLANSBEE Attorney at Law,
Shasta.


SAMUEL COOPER. Agent far PhGnix and
Hnme Insurance Companies, 0fice Main street.
Shasta.


HENRY HARICH, Dealer in Books d Station
cry, Main Street.


E. LEVIN 4 Co.. Matchmaker IL Jewellers,
Main Street.


E. DOBROWSKY, Gunsmith L Machiuist,
Main Street.


A. DOBROWSkY, Matchmaker and Jeweler,
Main Street.


w. A. SCOTT, Bootmaker Main Street.
A. W. BAKER, Expressman.
G. R. KNOX, Saloon. Greene's Hotel building."
5_1870-05-21_p1_sn82015099_00279556689_1870052101_0497,The Shasta courier.,01,1870-05-21,p1,"NUMBER 9.

a NEW LOLA MoNTHs",,"


NO one mas thought OF ,.k;no tb. ;,o,;,
question OF the magistrate # olden ,;mss =.
~""t Ssdo'a0. where is the woman ? in rsad;na
over tue long list of Paraguayan butcberiss


S""nne interesting details have. bowevsr
AFFAIRS of Paraguay. :"" '''


LoPe. II went To Paris during the lifetime
ni MS father, from whom be inheritsd Al.
dictatorship. 'n'


Al io''. re returned to his native country
""nere ne remained. having taken with him
aS the sole result of his French education ,,r,
.nihgs' Viz., the French uniform for his Tn.
dlan army, aud a mistress, which latter nie..
III iurhi ure he had picked up among ths
dubious portion OF Parisian society.


Ihls woman. so Well known in Soutb
America under the name of Nine. Eliza Alioia
Lyhen, Is OF Irish extraction. and rs some sav
Was porn IN Somersetshlre, England. whilst
others claim that she first saw the Iiobt ,f
day In Ia belle Ffance. She was married IN
a Surgeon Major iu the French army wbo !.
still living. and ought to be proud hut sbs
mas dI>cared his name.


MagDitcently beautiful. she nrndnced ON
the banks of the Rio de la Plata. the effect of
supertural vision, and she it ia who had
made OF this dictator of republic. a match
Tor lhe""dorous, a strange mixture of hero
executoner and madman.


This modern Pompadour has sharp eve
for business; she carried on a smart trade in
forced loans, on her own account in which
however. she sometimes got bitten. One of
her victims was a doctor on the staff of Lone,
from whom, one dav, she borrowed the snug
little sum ""t $4,000; but as the son of Eseu
lapius was innocent of coin she was satisfied
with his draft. payable in Europe. which he
was per force constrained to sign, as the fe-
male bro er threatened to have him shot
within twenty four hours if he refused -
Nine. Lynch had a friend in Paris of the
frulterer persuaslo who takes charge of her
little economies and keeps them for the rainv
season III Paraguay. 4 little investment in
f""reisn bonds is convenient to Presidents
""a to Emperors. in thess revolutionary times.


Douhtiess the doctor, with his Scotch eau
ion, reflected on the fate of the unfortunate
frenchmen who died in prison for saying that
The iavorte's chignnn was false, Grim of
!ese beauty. which Nine. Lynch punished in
accordance with the law which bears her
name


Some time after this delicate little monetary
TRANSACTION, Mr.. Stewart, which 10 the name
""t our friend the doctor. had the good luck to
""7 '""heh prisoner Dy tne BrazllIans. and was
huS enabled to reach England, where one of
ms hrst steps was to summon before the civil
jury ""t Edlnburg. NJ. Antoine Gelot, of Paris.
W""o was the holder Of the draft signed by
him in favor of Nine. Lynch.


Fortunately for Mr.. Stewart. he was abls
70 produce witnesses, amongst them were Mr..
Masterman. another British surgeon NJ.
Cnchelot, ex Consul of France in Paraguay.
and sundrV other persons who had the mis-
fortune to be too closely connected With Nine.
Lynch and her pet tiger.


The jury gave verdict in favor Of Mr..
siewart, and, consequently. as the $40. 900
draft cannot be collected outside the lines of
the armv of President lopez, it ia very prob
lhir that the lady. if s5e wishes 70 continae
IN the t'male brokery business. will have to
tranrfer her sphere of operations to soma
other cummsrcial center."
12_1870-11-14_p8_sn83030313_00271743725_1870111401_0571,The New York herald.,01,1870-11-14,p8,NEW YORK HERALD MONDAY NOVEMBER,,"and SO on The civil functIonaries asked each other
across the streets, ""Who Will be our master2 VINO
will govern usS Where shall we go that we may
not see the ruin that has come upon the nation ~
Yesterday was coseted with the Marie and City
Council Tor two hours, while they detained me as the
first stranger who had entered the town. They
asked me all manner 0I questions some really child
An, in their agitation, uncertainty and terror.


At four yesterday afternoon BaZalne passed
through Ars, on his way to Wnhelmshdhe, In o
closed carriage marked with his name, ana escorted
by several officers OF his star on horseback. The
women OF the village had heard OF his arrival, and
awaited him with EXPLANATIONS Of 'sTralt0r ~
.'cowardm '.sneakr' thiefn &c ""Whueo are our
husbands whom you have betrayed9 GIVE back
our children whom you have sold ~ They even
attacked the carriage and broke the windows with
their tsls and would nave lynched hua ir-3 for the
intervention OF the Prussian gendarmes."
17_1870-10-22_p10_sn83030313_00271743725_1870102201_0285,The New York herald.,01,1870-10-22,p10,,,"
a. letter from board bark Addison Sinclair Of New Be
ord reports her at Faya Sep, Had lsO bb sp OF
sis Ssr ST =: c.G sTs:y bark
ssSSs S Sept s s T. rSss Ss5 Ma Mary ss
ara %rrSsa Which !, arrived = Boston Wednesday,
f'SR ds Ss;, Sc soa; iS 1'1'' days.
survey ~ orig rocahonsas, 200 tons, condemned bv
she pS IN 81 sn, of New Bedford Norfolk
schr: Arthur Clifford. q ,or. t.,..


rncsows 80 Mary Leach s 0 pro S


""'' 'sen """"hdrawn from the whaling neet


Foreign Psrt..


nhsn hbsLBoA' ocsl-Arved, brig Alice Le. Fosr e,n.,
olaip Montreal Sept i-Arved sydcnham (Br,
s .e oAcss css1,Snt ont
assr ASs o. unc' brig Goddard Br5 Ranas d0 sna
from New 2sls os arrived 70
asDss % s0.19 & eh from Fss
Sailed Sept 81. bark Raleigh (NG), Hopper Ns,, o,.
ssh K. S1,s IA Barnard 5ar r wisSy Fiadsesis
tn Reindser Wellington do 9Th. brig Shaw .Br, Her.
xi.o sailed Oct schr ca Farnsworth Benson Jama,c.
New York sp asa 5 i@aas%sh @ s VIM
spss ass s1 @ 4lsse,s Ess %s,' aso New m
IL pos sh brig chantceer (B for Now York. ready for
CsossrADT, Oct a-In port, bark Reunion Tucker, for
% Sew S.ss Anns srrssS sn
R from $ M sTrvsa
Robert Mowe Young from York. arrived 3d. anc Miss
arrived s,as'MSrs' S arrived 9Th Lima '


ss-Bfs%.ss' ss%s s s,s x.ss


sSsa Sa4 Sma Boston H.mm,D,
ssss
oon4sso N about Oct slAved brig vincenzo aD.
L..s M.s Ssx Ysst Ss o. Of Antwerp
ssPs: 3sssap Saas psESsssss ssesssa
SEN from New York. route for Hamburg AAA ech~en'
osSso1 new S' coz o .,:s% .ss'hp Caledonia
bark Dat Ssupn ng MCCONNELL
Rnckiey rom Rangoon, Falmouth. 81 S5h, brig Tiger
ngsRsa II. Sept A. Century B L.
Yess ssd os sess ssS: brig River Queen B cOam om New
In port se & sch, ssr Gaas Th9Tp.ep Hatfield
New York for Liverpool msvstia, Gss DO 9oct
RIO JANEIRo, Oct 6-Arrved brig Amelia Emma, Carlon,
sailed Sep. 10. bark Psladin ,Ars, MITCHELL Hampton
SIls bark Serene Oliver baltimore brig is Emma sophs.
Ssn' Ssw ystH with S so s pss, coffee rasman Bci
sAsros. Sept lsCesred brig Laura tsr) for Hampton
az :sSS SS1ss ps,sA Princess Dutch.
bark st. Georges Fr), Mercer, Savannah.
American Ports.


BosroN. Oct 2oIArrwed ships Mutlah lBrl Ballard,
sss s.sn
Aes sasS sSse wss Do Bird
Ye svsn M
sIp John Gushing. Baxter Calcutta; brig LisaSe1
2l: Arrived steamship Mcclellan. Howes Baltimore
bits, Providsnce 0roio Baker Boston A""s' 0A0
s
Charleston; Brave Bradley. wa.hingsa, DC; Fabens,
| Coombs do.


sANGoR. Oct is-Arrived schr Georsa Briar, Phiade
CHA RLEsioN Oct ls-cleared bark Ansdell (Br Pierce
Glasgow; schr Clara Montgomery, Borden, New York
Ansds dIr rapip, port Britain; Granon SBrS
EXLL RIVER, Oct ls-saled schr David Floyd, clifford
GALVEsTos, Oct 2o-Arrived. brig Mentck, Lrppin-
Mss WW1s
can Fan River % brig ESra S TSohassr Portland
AdsSss New Hsysn Henry Hobart Benton
repsrsd is;h Somerset jayne jayne Hudson
Bray Dsan fh Fail
MYSTIC, Ct, Oct ls-Arrived, schr Morning STAR Lynch
NEW ORLEANs, Oct Arrived, steamship Mississippi,
SEWBURYPoRT, oc. o-Arrived, schr whllden.
NEW BEDFpRD, oct ~ Arrived, schn $. Mary Steel
NeW YorE Nary sa Handy Wareham for l""0u'n do '0'
Saed-Schr Read, Benson, Marion, to load for New


% a ei Bound sSs Ess


S m sSSr Dsn ss sanda :es1. sss. Cobb po,
dense Tor New York. Mary Shields Wait Gardner for Do


as. I H. sia
SomeTy Fintsam q for New York; Adrlaps pu9ten:
do; Rosina, Cummings Jonespor for do Terrapn, from
NEW HAVEN, Oct so-Arrved brig Rising STAR Grinng,
FSTSDsnsa1 Ss: ss%s,' s..ms. Hunter.
Crockett Providence; Bark Maria Marsareta, iswed),
brig Ms s:a a:' FL so%a
William ,a%:sn ssisa
S1s4 ues.sa s% % New
AsOnssr Carson SGhrss..on s.eo wilson
Fstis. sl sfw !ons.; Essa
Ns WI Notek John
Fellow, connor White Han; Samuel csstner, Jr, Robinson
ss:Gs RsaS g 4: ss;.1 SG leasV a
5p .yo saney Ss


ormus Pasngaii. Antwerp schr Charlotte
'';I Wli sSs'?s :sss Mary Haley New YORK.


~ IS Ray sDns remand sS
MP yo1s st
Princess r. Alice Ice London; Bidwel, Charleston; brig
s Ocean .s Mary Ks
E7aoshpo & 2o'n brig San Gsos Parker Philadelphia
,.RtYMoUrH, Oct i5-Arrvsd schr william Rowe. Phila-
PROVIDENCE, Oct 2o-Arrived. scArs Elizabeth Cow
perthwaie. Gardner. Georgetown De- Fred Tyler, Tirre
And Convert Adams, Ezabe'hpor; Green County Tanner
Hyde, Rondou ~. = (. (. X E
Hoffman, Robinson Great Egg Harbor; Wortbington,
RICHMOND, Oct 1s-Arrvcd schr southerner, Darling,
Boston.


Cleared--Bark Lochinvar (Br), Nickerson, Bahia.
SAN FRANCISCO, Oct 2l-Arrived, brig Hamions (Br),
Burke, Stanley, FL


Therese tNG) Meyer. Honolulu


SAVANNAH, Oct alArrived. schr Brilliant dr) Bethel.
Nassau


Cearedshp James Jardine Br, Matthias Liverpool brig
James Davis, st Marys, with load for Havana.


SALEM Oct l8-Arrived, Loud, Hail. New York;
Ida Ella, Smith, Pembroke do; Mabel Hail. Bartlett,
Rockland for Norfolk, Va.


l9th-Sailed schrs Mershon Ayres PHILADELPHIA
Ella Mabel Hall and Free Trade


sTONINGTON, Oct l9--Arrved scbrs Perine, Sheffield,
Rondout; Connecticut, Staplin Newburg for Newport
WILMINGTON, NC, Oct 16-Arriyed, schrs Evans,
Hamm New Ynrk:I In nmha Rnstnn"
9_1870-10-06_p8_sn83030313_00271743725_1870100601_0085,The New York herald.,01,1870-10-06,p8,,,"CITY REAL ESTATE FOR SALE.


West Side.


ATNo 2 PINE sTREEr-By JOSEPH A. LEVY -,
""A SD st. n 9Th a. b. s2x5s1leeb sss s@ ooo
1h 81 b. b. issst5sioo furnished IseSo seSo
s ssh st., n ~ ~ ay w. ~ d g. 5000
""a av, n SD st. s. B. s. so.ssxsS dwelling. iS6Oo
A GREAT BARGAIN, TWO ENTIRE FRONTS. ON
o fuo Sn
lo,, each q the side streets making sooxlSo ana the
lois street making sngly together,
0e'~ A'As' ' VIM 'fni k4YAoR No ss Pine street.
sSgH oT sn
SUBSTANTIALLY built conveniently arranged elegantly hnshed
| LII FINISHED AND READY FOR IMMEDIATE oc-
""A cupation. West Fiftyhith street sale; brown
stone 'front.' four story high stoop all improvements Open
s -..""- ~ ,.
| A BARGAIN.-aas WEST THIRTY.sRCoND STREET;
yy nas
| Apply on the premises, to owner.


| FOR SALE CHEAP, THE BEST BUILT HOUSE ON
Apply RchASb fS
4 FIRST CLASS DOUBLE STORE, ON LIsPENARD
""A street. near f1S u 5 r. edn
A MAGNIFICENT HOUSE ON FIFTH AVENUE, WITH


Gsso s street.
A FULL SIZE BROWN STONE HIGH sToop HOUSE


on Firth near % g = Ss ..s very
PERFECT GEM OF AN ENGLISH BASEMENT
sale rent MA. J. LYNCH, S2 and ""a Cedar street.
VERY COMPLETE CORNER HOUSE ON LExING-
ton avenue escSsd @ anu IN perfect Order for sale at
'e'''0 bargain Ma a. j. I7EcH y and ""A Cedar street.
DESIRABLE. MODERN, FREscoED, WELL Lo-
and Sy or s e1s sy


ias easy; possession; sassS; lot loo fsst FoyDnti
s9 at WEN SON. IL Pine street.
A PERFECT. GEM OF HOUSE ON NORTH SIDE
1s r h for % ss ssrS a. moSS S%
throughout; possession at once. =. H. B. GARDNER.
FOUR STORY BRICK AND BROWN STONE HOUSE
""A in West Twenyhfth street. in complete order, can be
WARD { OGDEN, Broadway, Seventeenth street.
A BARGAIN.-FoR SALE, TO CLOSE AN ESTATE.
ana in perfect order situated IN rhnrss
se nsasa ps Josfh EvY rF's
street -ff'


AN ELEGANT HOUSE ON FIFTH AVENUE, WITH


10 Ss Gn 81 for
will be sold 1 GYSc e saa pse
AN.ELEGANT CORNER HOUSE ON MURRAY HILL.
smaller house or lots in gar, psy%sS, sEySoup :,
RRooApwAY. ABoyE Bath STREET, LARGE AND
- finely improved Property for sale at low price,
% asS wei improved corner ioSxlvg On Sd avenue above
BUSINESS PROPERTY ON FOURTH AVENUE COR
I'D Stewards for sale; also adjoining Property,
ana goqrh nYNc %
BUILDERS LOANS WITH SEVERAL CHOICE PLOTS


~ N 'D MAS A. j. LYscH as; peNssh apG CEDAR street.
E,oR sALE-THREE STORY AND BASEMENT BRICK


House 25I4o lot 25xx block 10 and water.
""a west
INOR sALE-wITH IMMEDIATE POSSESSION THE
very s three story o g eSp brick with
@ Seventh @ and Eighth very


s53 Broadway, corner Twenty-thrd street


four story basement and cellar, brown stone; size TX
6
ITARLEM.-la4rh STREET, NEAR FIFTH AVENUE


Two full Lots one OF the beat legations IN the Twelfth
'e'-' corner 1ish street and Third avenue.
L e4 Fifth avenue Fifty street offer at
near % sG n on
DAGE 4 MocAFFERTY,
splendid Fifth Residence above Foyeighth
street; price low; terms to suit. Also five Fifth avenue
Houses full fronts very low
'a ss.sdioS s q @ io $500 % yearly; sEosn
Lexington Lex ma: ssSS
West S7th st., s. frame House. 25xleo. 5000


2 Yves. rh,rtyssh street near nhE Eisnn avenue
5rH AVENUE F25S F2Gh fos ! sdaAFfnnrr, sAhH;


s Fh sssse ssrns s street.
size from 42si75 to ss1ioo. - ~ '''
S19 600 FOUR STORY sDo ENGLISH Ts;4I
and On For u
""'D '''' ~ A. 9. LOOMS CO.. 1854 Broadway.
1927 600 Eao sToaY
1nS I0
600 OOO FOUR STORY v!1l HIGH sroor brown


s d SIKH y
e22 ono -FOUR STORY HIGH sroor BROWN
tween Fh and Sixth avenues. For fun Ssscriplion send
cAn OOO -FOUR STORY HIGH sroor RRowN
tween Broadway and Eighth avenue For full description
''' ~ A. c. LOOMS CO., 1854 Broadway.
G stone stone nous: on street. be-
Ur ah and Sae


Miscenaneous.


A BUYERS Of BROWN STONE HOUSES, FROM
""A &12000 and upwards should call upon the subscribers
before deciding upon selection.


WARD OGDEN, Broadway corner Seventeenth street.
IN FIRST. CLASS BROWN STONE HOUSES FOR
~ sae-Prices from $4,000 to $80,J00 For full par
ticulars send for printed list


600 OOO ""A HANDSOME HOUSE ON THIR-
TLV.UUU. eth street. in perfect order. for sale, at
""'s""A N. A. J. LYNCH, 70 and ""A Cedar street,.
BROOKLYN PROPERTY FOR SALE AND


TO LET.


4 BROWN STONE HOUsE-ON ADELPHI STREET,"
6_1870-05-15_p6_sn83030313_00271743701_1870051501_0561,The New York herald.,01,1870-05-15,p6,"Congress'-AnOiber Flat, Ssais and Un-


profitable Week.",,"


Another week Of Congress has passed, and
the record still stands--time FILTERED away.
There was enough work done, but it was not
of the important kind. The Army bill was
passed in the Senate, and it is q very good
measure, and the Legislative Appropriation
hill, which is merely routine business, pro-
gressed very fairly. But outside of these the
time that should have been devoted to the
Franking Privilege bill, the st. Domingo
treaty and other important measures lying
dormant among fossil committees was devoted
mainly to discussing, without action, Mr.. Nor
rilIs proposition to secure protection by
revenue tariff, the centralizlng tendencies of
the Freedmens Bureau and Mr.. Summers
desperate effort for new departure on the
oolored question.


The past week was even more improbable
in the House. All the work done has been of
negative character. The only till of vital
Importance introduced was Mr.. Lynch's bill to
revive the shipping interest, and that, having
been discussed until the morning hour
on Thursday, went over under the rules
uutA AoAs Auccouys Au0 NOitneTu hcAho
Railroad bill, apparently huge land grab
bing job, occupied most Of the time of the
House, but it was not concluded, and, owing
to the pldcky determination Of the minority TO
ilibuster on il, will probably succeed cnly in
wasting the time Of the members. The Tarf
bill has been dragging its slow length along,
its prosy details enlvened at times by the bril-
liant jovialities Of Cox and Bltler but still
it is not nearly finished, and is on an average
an excessively dull subject for light reading.
Besides, it does not seem likely to pass when
the Committee OF the Whole have completed
revising it, and thus 1t too contributes its
quota to frittering away uselessly the time Of
the members Altogether we have an idea
that the members believe too much in play
and too little in work, and would recommend
them all to draw their full salaries for the ses-
sion and obtain indefinite leave."
