article_id,newspaper_name,edition,date,page,headline,byline,article
9_1844-11-27_p3_sn82014751_00513688210_1844112701_0023,Washington telegraph.,01,1844-11-27,p3,,,"DEATH OF GOVERNOR RUNNELs.-The
Brandon (MississippD Advocate says that
Gen. III. G. Runncls, formerly Governor of
the State, has met a violent death. Report
says he was assassinated by gang of law
less rascals, who waylaid and shot him.
IL is said that Runnels, and some other
respectable gentlemen, were sent by the
civil authority to arrest parcel Of men who
were committing various acts of violence
under the authority of ""Lynch, ;"" or, as they
styled themselves; ""Regulators."" They.
or part of them. were secured and lodged
in Jail, and as Runnels and his associates
of law and order were returning home
they were fired on, and several others be-
sides himself killed. 1t was hoped that
this report would prove unfounded.-Na.
Inteliigenccr."
6_1844-07-02_p3_sn83030213_00206530200_1844070201_0319,New-York daily tribune.,01,1844-07-02,p3,"MARINE JOURNAL.

~ See Last Page.",,"


Br bnrk California IIauld s. ds I'm Liverpool mlse to VII
lilms GnlOn.


Br bark WIN June,t. Alexander. from Geenock May 1th
md>e Of,lcr.


ug SOPHIA Kenny, from Cienfuegos, sugar and monsse
CluNeau Punvert Lett, bries Carb, for Boston, sail
dnv; Eliza. Burgess Ui Boston, dlsg snIt
Bng rs bee. McCunuck ds I'm Charestou, cotton &c 10
Dunhum &, DmOn.


rr Nancy .ape Smith. Ii hs from Port Prince mdse
Adnch j. Co Sailed with ctr. SNOW Bu,ton md
Magnolia for Margon tn ad. Left sch1 Cyg- Buston,
""a rail the next day bgs Republic and II stephens; waiting
freight


Brig Two Sisters, Bartlett u d, from Lubec. plaster the
muster.


Brig Bridgeton. Adama 3 ds FIN 81 CrOix, rum md sugnr
TO AymHr & Co-vssei 10 : Andersen Left bugs Ip,ey.
Of Bridgeport auly for York 10 ds ;recun BenedIck
for Cuba. n-x day. Bark leca. BaLbaidCe sn for New
York I'D June Schr Mary Ann Bergner lOndng for BU""n
u Sail s,sun.


Schr Direct. Briggs, days from Baltimore. mdse &
Briggs.


Lynchburg, Mathews. ds fin Richmond plaster AL
len & PuXson,


Schr Charles. Lincoln, do.
Schf Elizabeth Snow, do.
sSchr n Peterson. Hoffman. . ds fm Virginia. wood.
Schr Alexander. Lewis. Baltimore. mdse 10 order."
1_1844-11-12_p1_sn83030313_00271742903_1844111201_0562,The New York herald.,01,1844-11-12,p1,Court OF Chancery.,,"Hon Lewis II. Sandford. Assistant Vice Chancellor.
Nee York.-T. w. Tucker, tor complainant; L. r.
Marsh tor defendants Decided that defendants are
titled to the Bank stock Bill dismissed with costs


G. p. Bradford vs. Riley Reed.-B. 9. Hitchings for
complainant; II Ten Brock for defendant Decree for
complainant for his debt and costs


Bernard Lynch John Clarke and julia Lynch-H. J.
Mackay and s. Sherwood for complainant; Z. + Grim,
O. NJ. sper, and Murray Hoffman. for Clarke; A. L Ro.
bertson Tor Julia Lynch Decided that Julia Lynch hav
ing been born here though Of alien parents was cti
the United States and inherited all the premises in
controversy. Bill dismissed, but without costs.


EdOsad Clarke Us Crswen and othe,s.-A Jordan, for
complainant; D. Greig for defendant Decided that Ely
and the Receiver civ Of wayhe County Bank pay 10 the


Joseph Higbie rs. Ezra KeelerT Carter for complain
ant; W. Skidmore for defendant Demurrer to bill over
ruled with costs Defendant to answer In twenty days.


John Pan Nest vs. Morrill, and Others u w. Hammers.
ley for complain ant; b. w Bonney waddel Decree
for salecomplanant to e supplemental BILL and ques
ton thereon reserved, &c.


.abrahqm a Rrmsen Us George Rapeiye.-s. =. Clark
cided that 10 Bill dismissed with costs


IMporrANr Drcn,oN Natural born Cifixens-Assist
ant Vice Chancellor Sandord this day decided in the
oil II Lynch VS. Clarke aud Julia Lynch tnat child
born in this country Of alien parents citizen OF the
here tempoI arly where they here for
permanent residence The children OF foreign ambassa


The question arose between persons claiming to be
heirs Of Thomas Lynch, Of the firm OF Lynch Clarke,
iormery 50 wen knoWn IN wS; uh pr csrp
half Of the celebrated Congress Spring, at Saratoga
and several hundred OF land the which we're tor
merly occupied by them or by Clarke And Lynch
claimed to be the heir of Thomas having been natural
lied since his DEATH and enabled to take as such heir by
act Of the Legislature. In answer to his suit It was
set up among other things that Julia Lynch, niece Of
Thomas whose father died before Thomas was citizen
of the United States and inherited all sis real estate 1t
appeared that she was born in this city in 1872 but her
parents were aliens, and were here temporarily They
returned to Ireland in lsas and lived and died there
Julia Lynch, then an infant was removed to Ireland
Lynch It argued that she was born an alien, that
her national character followed that of her parents and
that she became a citizen OF the United States


1t decided that she citizen by birth, without
reference the subsequent events and that she being the
only heir OF Thomas Lynch who capable of inherit
ing, took the whole Of his real estate by descent.


pass-rhe plaintiff sues for Damages susair ed by him BY
an alleged illegal levy on his goods under an execution
in the Of the defendant against the firm OF Wiegand
Co. Evidence producedt to prove and to disprove
the ownership Of the property levied upon as existing o,
not existing in Beman. II was proved that Beman had
sustained considerable damage in consequences Of the in
terruption Of his business ocasioned by the levy.


For plaintiff Messrs Winans and Townsend-for de.
fendant Mr.. Russell."
13_1844-11-12_p1_sn83030313_00271742903_1844111201_0562,The New York herald.,01,1844-11-12,p1,"Superior Court.
Before q full Bench.",,"Nov ll.-DEcIsroNs-Tne Merican Steamer William
Boz BO,;eeh vs. Joseph A. tEspao This n was motion on ap
be discharged on common ball. being placed under arrest
by plaintiff for illegal detention Of his trunk board the
The has already been fully reported in the Herald
The defendant post captain, commanding the Mexican
frgaes lying in this port since June last The plaintiff
mariner on board the vessel having enlisted at
Vera Cruz under the Mexican government, FOR term Of
one year. being an American citizen. On the err.vai Of
demanded his trunk and discharge which he claimed
on the GROUND Of the expiration of term OF
the service The defendant refused 70 give up
the trunk pay the wages claimed by Bsstwck, upon
with view to bring the before the civil courts
The Court gave long and elaborate decison, detailing
the facts and the various proceeding. By affidavit had in
Chambers BEFORE covering the entire grounds OF pro-
csedngs and held that the defendant had authority
control the crew, except to require their services
Purser board was authorized to make but two pay
ments by the Mexican government from the date Of the
the complainant asked permission from the Commander
to 20 shore and went on shore accordingly where he
o. @ "" 0 on Gr
for wages AMI deserted the shp that he sub
sequently demanded his discharge stating that his
ing in friendly port, entitled to the pro-
lection Of the Governmen mt, in as far as the nterna
cerned Il appeared as an admitted fact that the Plaintiff,
contracted with the Mexan Governmen-and there fore
was subject to the orders and control Of the Mexican





mander. He was placed regularly under the command
Of the Defendant on board the "" Gusdaoupe"" He came
detention OF his clothes did not appear that there
demand sustain the allegation There, therefore





and OF the and that he ought to be
discharged on common bail In relation to ths alleged
fact Of depost Of funds for that purpose in the hands Of
the Commander, 1t did not appear on affidavit for the
specir purpose Of paying of the hands board The
Deendant doing his duty under his government and
the laws public usage and the commity of nations
him After explaining the extent Of civil urs
diction and the powers OF Civil Court Of the United
states to act in such a case, his Honor ruled
that the defendant be discharged common ball. in
order to enable the parties to settle the differences be


THE sscorp CAsE.-Edyard Ford W. Estoven Begovick.
This proceeding in Chambers to hold defendant to
bail for assault and battery committed board the Mon
tezuma"" The plaintiff came passenger on board the
vessel it, trip from Vera Cruz to this port and worked
his passage On leaving the vessel he called for his
Clothes when he was assaulted by defendant who is
lieutenant board for alleged insoent abuse Of the
above officer The Judge in Chambers gave an order that
defendant should give bail in $l000 which confirmed
in full Bench.


WO Dusenbury ads. George Nehois-APpeal from order
at Chambers dismissed with the exception OF Witnessed
fees twelve days Of attendance to be taken out Of the
bill Of $2l-for the three appeals and costs In
the appeal from the bill OF costs in relation to witnesses


Charles Bitnge and George Ep7ns, .asagnses al.
erander CampbeH-Ruled, that defendant is entitled TO
costs


Ernest Fiddler and Eugene Dertih ads Ell W. Butler.
The assignses entitled to costs.


u. n HeCkscheT n.
Of Louisiana Judgment for plaintiff on the demurrer.
Mark palette vs. Robert STANDARDIZATION for new
trial denied.


Wm Vreeland vs. VIM. Lynch-This was an action on
the tried in the Marine Court wherein the plaintiff
nonsuted for variance between the proof and de.
csraon the proof showing the injury to have occurred
in ls42 and the time laid tho declaration s44 the
reagued in relation to the costs under the
statute Of ls4 as to whether under that statute the plain
Upon which decided that the Judgment be render
ed for the plaintiff in error, with costs b. L. Bilinge,
Esq Tor plaintiff in error c. g. Roe, for defendant in
error.


wta oiire Co. y B,itten The jury in this case
cents damages and six cents costs.


Nov. IL Singular Lac Question. Samuel Adams,
Of Ohio appeared before Judge vanderpoe yesterday
writ OF habeas corpus to test the power Of the Go
Of Ohio in surrenderng him to the authorities Of
this State the charge Of obtaining money under fslse
pretences from citizens Of New York, the alleged offence
having been committed while the accused was resilient
ofthe State Of Ohio and the money received having been
paid in that State Mr. Adam: was forcbly arrested at
time could be given test the question before Judge
by writ Of habeas corpus He this city in cuso-
home. Owing to Misunderstanding to the day OF
trial he did not arrive in time, and the bail cond


onay forfeited He arrived few days asrwsss. and
ken test the question: but owing TO refusal by the
prosecution admit the certificate ofhe Governor Of this
State proving the requis0D became TO send
Albany to take his testimony and the argument there
fore postponed until Wednesday morning. when IL will be
Wood GSm snS Mo
the prosecutors have called in Messrs. Hoffman, Whi-


ting and Gregg, to aid the District Attorney The case
Is OF much interest and involves several important
principles Of law and State sovereignty.


FATAL AFFRAY.--The Norfolk Herald states that
man BY the name Of Crickmore, was stabbed with 2
bowie knife, by another man named lamar. at South
Mills, Monday last He cut Ia the abdomen, and
supposed to have died Jamer arrested, and con-
fined In the Camden Jail


CoNvrcTEp.-Dr. VIM. 8. Goodwin, formerly Of
Greensborough, Ala, was tried al the recent term
Of the Circuit Court OF Lowndes county Miss, Tor the
murder Of Mr. Abbot and found guilty OF granddaughter,
which s, believe, punishable there by ten years i'm
prisonment In tha Penitentiary."
5_1844-11-29_p2_sn83030213_00206530212_1844112901_0098,New-York daily tribune.,01,1844-11-29,p2,"Court OF Common Pleas.


Befure Judge DAILY.",,"Deioio SuuSe DALi'


William Lynch vs. Ebenezer Welsh.-The plain
a keep. store in Pearl street. near Centre i,I IN


noduuv DN and n ReaJe eet Which h, sold out tn Mt WS
pr ""a M ce;~nr @ IN neynent s5O ,n csb md ran noiss
at2 and 6mop,hs. for balance The ls. note for s'
WIZ PM, ~ nyt & Tc @ az % an, waS ee,sa @ wo ~,
ms sion e ] m hSng s & eqs a. h le eSe
WI Wt III u ponsnU - or rn ,be, M r,. nj, ~ NJ @ @ y, - so


, , a u m nd ,%n ,ooJ snid h';; ""a hn, 81 81
M Lyush himself benS the pncp pfhar and srs
the pr present action is Brought ' -'''' ""-'''D-


For The defence, 1t conende tha the return OF the soP
giving up notes. was in full ind in close Of the transaction
that Mr. Lynch had previously declared that ne believed De
notes. and he offered take assignment OF them in sa
tom but at the suggestion OF the counsel for defendant who
mani was changed To the Judgment having the clause en
lon to the particular goods ~ te ,to.e NJ Bdwe iof fd
situation OF Mr. Welsh would have been likely To give upa
stock OF goods for notes TINT were not DUE and the usual
dnte sacrificed. and lie lett abe TO suit Tor the baanc
The Judgment stated expressly that The execution was 70 %
tenon ts give the stock of goods de and tho
notes on The other and the tfansacton 10 be settled


Mr.. Bonney conende or the reverse that the JIdgnent
was legal nnd Dnus 12d hat hc intenon was TO allow e
III! from bringing SUIT for balance, 49,


The Court charged TINT y Il well settieh principle OF law
Wen at men ae Supposed az 10 bors Ss
what they are about TO sn and having signed they bound
bintns against The defendant A. 70 ,hs point about he levy
Geg PEN cosI ~ I .Se t b ""a % a 3a,Ser m S sofe ne ans
.o you as ' w on;S Iia hi o oiuile ano NE
y rorrr bnve decided thst Inc cl.ns No. my u.aLi
bht ibc nirn,,tT frnm sniny for The hsnce Eo, @ plo
~ is ,t s,d The Indye vii cha ,.n I'm, The I
sc ri%ht and tha he IL entitled 10 his brianrc hem. ,
s IN Ia 81 In tbs evso, ~ - ,ho he pe.ns WIN
,n,S,,e1 ,, the st he Is M jey @ 70 bem ,h no. osns


Mi cIf oT cnTrv vhnt hrs ihys a., hcon ~ e,os ,
higher Cont ~ ~ ~ ~ ' ''eu' 'IA p


Ihe iry retired brt hnd not nrn,cd nm, ve,d.. 10 IN,
time OF ndournmen md wiil bnnr in sealed ya,., ,hs
forenoon ~ $50
. -, 81 ,J ~ ,s -. ~. - = VI r. = ns .
an 70, snee.i pu,y siownE our OF tne ary heges
cac ~ s z. ialte amount Mr. Biady,m
opens e Sase loI pIent sre9 nat he wis man of prop
cry anu isb he deleodant man engasea
Dusiness ~ New ana VINO aso claims TO be respect
sy Ihe present acton instituted under circumstances


which VIII show 10 the jury that something Necessary
Dc done Dy t7 plaintiff IN istifcaon o. his character You


ny recolec gentleman OF the jury that about the ? July,
loi glil named Mary Rogers, dsppeareerom her hon
and sometime subsequently WAS found ded ut Hob1ke aud
iopy vionfe', and ten lnhGmsnly murdered. Mr. Cromme


I'm at that time b9aded at the house the mother OF the uD
fortunate g and was terms Of paeci friendship with her,
inducing him TO act US her friend a;hcr than do u1y
he was the person who identified the girl and furnished tie
testimony which sased the Coroners Jury nj Hoboken.
denvor detect her nuIderers.


Ii necessary c can show this and also the prea, want o
diligence and attention on the pan of The pubic orer HAD
they properly sustained the e1ertiops of Mr. romsln
he was acting as friend and gave valuable information Be-
was through umor implicated as BENG hls yery mursref
effect The Publisher no doubt ncieI ltb rood ntea,iog
and view 10 ferret out the real mureers and Ue1t day
made full ample apology as In Forge, ihe defend"
22_1844-09-05_p1_sn84020071_00414182951_1844090501_0899,Litchfield enquirer.,01,1844-09-05,p1,,,"CRoPs IN VIRGINIA, THE DRoUTH, AND NAvI- CATION. .-4The Richmond Whig gives the following picture of the state of the crops, Sc. in Virginia: < The drouth above the Falls of James River, ex- cept in neighborhoods favored by partial showers, has been most affective, and, for the period of its duration severe beyond example. The Corn crop,

 until it got into the roasting was as promising of a suDerabundant harvest as could be, but has heen. in various quarters of the great region be- tween the head of tide and the Blue Ridge, im- mepsely curtailed-possbly one half. and m many

 eases three flths or three fouTths-leaying 1t questionable if crop which in July promised to ! hrne Corn down for the first time to $i,2j per harreI. will now make bread for the county This | la more especially, according to our information,

 true of the south of James River; perhaps equally

 true of the north side after entering 20 miles above this. tbe region which Volney predicted, when he 1 nassed through it, would one day or other, from arouth. become another Arabic DeseTfG.

 The Tobacco crop through all the Tobacco Re- g;on. save as before in neighboFhoods favored by

 thunder showers of limited extent, we learn is ex-

 tremely unpromising; the drouth proving too rapid | and severe even for that hardest of plants But

 there is time enough for the recovery ofth Tobac- co croD. The Corn, we fear, from the forwardness } of inc wear, is either already made or unmade.

 Tine nayigatiOn of the James River Canal rom Richmond to Lynchburg is almost suspended Dy me insufEiciency of the water in the Canal. 3 we regret to learn of the prevalence oi much 2 a;clsueaa on the banks of James River aoove sns

 Falls, the invariable consequence o loM s':.s 2 ,,'.ter in the river The type IS generally inse.

 mittent, but in some instances Q! nS""s,~- running into bilious fcvcs Ot mSi'snaat s'"
2_1844-10-17_p3_sn83030313_00271742903_1844101701_0454,The New York herald.,01,1844-10-17,p3,"pkg 8 Winston !"" DAey-A

ronr Us NMW YUnl1. OCTOBER II.

",,"Cleared.


ssin bfT 9Ss.s. ES sshs.: co bsss ss.
GS GS sSs, ssa
peiS SSSa Msis'' rs,s4 Aa Dsn M'T
aIG'F fo sassnTns rss
john msST ES%. ksmsass Ss
snap shp adslHds ADAMS from Havana Oct with mdse
Ship Mississippi Hiliyd 20 days from New orean, with
md;e & tS ;; r K Collins Co.'S seerase passengers.
snip ssnyan Waite, days from Charleston with cotton
Ship Emily, Davis, days from Philadelphia with mdse to
Barque Zsbedee Ring Stewart days from Charleston with
ig ssptembe Dawes. lof Kingston Msss) IS days from
w,s % Msy 70 fSas s as,. logs
r1BieePhs Br;G Ma.s dIsgGsy Sgyea A%erican syi s
Brig George Yates days from Charleston with rice to g.
Brig Lucy Ann, Snow DAYS from Thomaston with lime
sehr Repeater Hopkins from Wilmington, NC. with naval
schI surplu, Rollin, from Edeuton, NC with corn. Sid
ssl moore S&S lS% NC wild,
sehr Columbia Knapp days from Georgetown DC. with
schr Manchestsr, Worth days from Rchmend with flour
sehr Amelia Terry day. from Baltimore with -four &c.
s sfhr sam Psyqsr Hopkins, days from Chinco,eague
seh sally Pits Fisher days from chincoeasue, with
mite, TO master. ' Wv"" 80""
ssh sshI Wsss W,ss lynch from from Virginia With


Ar.tds r"" 0is from PR,""f Pey fanans MGras's Corn


Schr VIM o. Cooper. Cramer Virginia


Schr ncpse, Verri'l, Thomaston, lime.


Ar HuRLGATE-Barque Nicholas Brown from Providence.
Also barque unknown.


Below.


One barque, two brgs, unknown.


Sailed.
SHIPS England Bartlett, hveTgool Burgundy Wotton.
bques udson Bremen Calsto West Indies brigs Carrier
beecher Marsees; Tam OShante Thomas st Martha and"
23_1844-05-29_p1_sn82007022_00393342882_1844052901_0151,The Arkansas banner.,01,1844-05-29,p1,From He Richmond Enquirer DEMOCRATIC MEETING.,,"DEMOCRATIC MEETING.

 A meeting of the Shockoe Hill Democratic Association of the city of Richmond, held on ""Wednesday evening, the Sd instant, Major Charles II. Hyde in the chair, the following resolutions, offered by Thos Ritchie, were adopted and ordered to be published:

 ReSofrcd, as he sense Of his meeting, That the remuneration of Texas 10 the Uui- ted ates is a measure required by the best interests of the Union.

 Resoleed That such measure, at this time, is consistent with the soundest princi- peseof international law, and is not yiolative of the faith of the United States 10 Mexico.

 ReSofred, That the efforts of Great Britain to acquire political feolhold, and a com merria control over 1FeSas, and her indirect interference with the municipal institutions of Texas, i'll relation to slavery, furnish strong and additional inducements to the United States to obtain the re-possesson of terri tory which once constituted part of our Union, which was most unwisely and un- warrantably transferred to spain (not Mexico) by the Florida treaty af lS19 and which ac- cording to the then avowed doctrines of Henry Clay, could not be ceded away by treaty to any foreign power.

 ReSolUed That we protest against the pro- ceedings of the anti-annexatlon meeting which took place in the city of New ' ork, on the 2Ith Of April-that we deeply regret some of the sentiments which were expressed on that occasion by it's president, Albert Galatin, esq. and that we solmnIy protest against the 10th resolution, which would cut off the Southern people from an equal participation of the be- neiits of any annexatlcn. That resolu- ton is calculated to place the Southern and Southwestern States under the ban ofthe re- pubic-by peremtorily requiring in any event @proper guards (to be erected) against slayerv,n and by unqualifedy forbidding the admission of any slaveholdihg State that may be established within the Territory ol Texas, and the more especially, as that Immense re oion which extends from Missouri to Oregon. is north of about the Beth degree of latitude marked out by the Missouri compromise act of Henry Clay, and destined to the special uses and behests of the non-slaveholding States, who may carve out not only sfour States.n but ns many others as their own in- terests or their love of power may prompt them to establish within that extensive terri tory; thus overhrowng the whole balance of the constitution, and subjectmg the South ern States to the tender mercies of the abol- llonists of the North

 l Ieesolped, That the remuneration of Texas will not extend the mass of slavery, nor null 1 tply the number Of slaves, inasmutch as the | laws of the United States would be more efli- cient in limiting the slave trade dnd prohibit ing the introduction of slaves from the coast of Africa, than those of Texas could possibly be.

 Resolced, Flat some of the positions in MT. Clay's letter of the l7th April are calcu- lated to countenance the same idea which IS incalculated in the resolution of the maeting of New York--to abridge the capacity of Texas for being in any respect d siavchoid- inc region-to counteract the spirit O. the compromise of the Constitution. And we not only protest against any such partial doctrine, but will resist it's establishment and l that 1t fills us with astouishmeut that any sanction to such doctrine should have been afforded dy a man who IS candidate for the Presidency, and himself resident of Ken lucky and slaveholder

 Resolced, That the Democratic Central Committee be requested forthwith to issue an Address 10 the Democratic party of Virginia. urging the serious and prompt expression of their opinion on the subject of a re annexation of Texas to the Union-the propriety of re- lieving their delegates to the Baltimore Con- vention from the instructions which now bind them, leaving them to the exercise of sound 1 discretion, or even to instruct them, If they deem it expedient to do so, to cast the vote of Virginia in favor of men known and pledged to be in favor of annexation, and Of other action which they deem proper and efficient, in uniting the Democracy of the State m the great and vital object of defeating the election of Henry Clay.

 CHARLES II. HYDE, President.

 JOHN LYNCH, Secretary."
8_1844-07-27_p2_sn82016488_00513688040_1844072701_0286,Arkansas intelligencer.,01,1844-07-27,p2,,,"Judge Lynch.-Four men, RHEA, MITCHELL
WHITE, and JONES, were tried and condemned be.
fore his Honor, Chief Justice Lynch, on the 18th
inst, at South Sulphur, Texas, for killing two
men and one boy of the Delaware tribe of friend.
ly Indians. They we're executed, under said sem
tence the next day, in the p Dnce of large
number of persons.


The case was very aggravated, the murder.
were committed in violation of the laws of God and
man and of nations, and sowas the hanging. We
are pleased to discover that the spirit of mob-law
has found its way into Texas, and hope it never
VIII return again TO this country."
48_1844-06-17_pNone_sn83030213_00206530200_1844061701_0266,New-York daily tribune.,01,1844-06-17,pNone,"DEATH OF THREE DISTINGUISHED MEN.-The
NewHav Herald says:",,"1"" Ii is our melancholy duty 10 record the demise
Of three ot the most prominent citizens OF our o'atr


TIMOTHY DWIGHT, Mr.. lrHiEL lows, and Dir.
NATHANIEL TERRY. Their deaths were almost
Simultaneous, occurring "" thin lew hours oil each
other and will make lasting impression on our
community. Mr.. DWIGHT was a son oi the late Pre-
ldeni Dwight of iule College, and has long been
one of our most valuable and respected cltZens.
MIR. TowN is the wei! known architect OF many OF
our public structures and also ot the
in New York, which city has been his principal! re-
sdence for several years. Mr. TERRY had been on
a visit to his son in this city, and bat few days
since was walking in our streets i'll his usual health
lie has filled many eminent stations in public iiie
and was highly respected us citizen and CIVILIAN


MURDER AND Lynch Law IN MIssIssIrpl.-
The Natchez Courier of the 18th inst. contains
the particulars OF an atrociOus murder in Jeiicr-
son county, Miss. with the summary execution
Of two of the murdcrers. 1t seems that Il MIR.
VIM Boyd, planter living near Torry's store,
was about to correct one of his negroes for some
offence, when the fellow turned upon his mas.
ter and was about TO overpower him. The
latter called upon two negro women, who were
at work IN the same field, for assistance but IN
stead of helping they fell upon him with their
hoes and soon put him to death. The three ne
groes sccrcted the body of Alr. b., in a brush
heap bat in two days time 1t beginning 10
smell they removed it to log pile, sci every
thing on fire, and burnt the body TO ashes
The negroes, suspecting that the absence Of
their master would soon be known, assumed
boldness enough to tell some of the neighbors
that Mr.. b., had been absent for some days
that his horse had come up saddled, bridled
&c. and that they suspected foul play. a
search was Immediately instituted by the neigh
bors, and after some time they came upon the
spot in the field where the combat had takel
place between MIR. Boyd and the negroes. One
thing led to another until the negroes were al
arrested, when they acknowledged their crime
as stated above. The excitement among tn,
people assembled was very great. About ONT
hundred persons were collected on Friday last
3lst ut. one week from the DAY of the murder
They appointed jury OF eighteen men to decide
what should be Zone with the negroes. -Four
teen of the jury were for hanging the negroes
and four against II. Two OF the negroes, thc
man and one of the women, were hung in
stantly. The other woman, being pregnan,
was spared."
