article_id,newspaper_name,edition,date,page,headline,byline,article
66_1836-08-09_p2_sn87065592_00415662385_1836080901_0407,Southern telegraph.,01,1836-08-09,p2,,,"hn'5 eHan ar lCnna
uani Colonel and Alai1 - yual esal o.
rlfH Twenty gay Hale ~ @
act and thHt you enclose ihe fstar difecl,
to tsa Ad5utant General ai lack#au.


an, aA with rfeai rcspeoA


Your most 0bedicnt servant,


CHARLES LYNCH"
3_1836-06-10_p3_sn87062070_0039334295A_1836061001_1116,The Arkansas advocate.,01,1836-06-10,p3,"ALARMING FROM THE CREEK NATION.

 VIA PENSACQIA",,"Reports from the Creek nation crowd noon is from va rious quarters They are in high degree alarming and give appre1end daring combination than thought possible. An urgent oc- casion has evidently risen for the embodyng of large orce and ubugaton oa dangerous and widespread rs- ing among the Lower Greeks. They reported with every of belief the accuracy of the reports to be spreading destcon along the banks tho Chatahoo- chee, and to have reached Marianna

 The passengers who left here for the east via Pensa cola and Florida returned to-day having been met by appalling accounts of the destroying progress of the Greeks. Persons direct from Marianna Fo) and from Columbus via the Chatahoochee are at Pensacola with

 dngs that large bodies of the Greeks destroying the country on both sides of the rver and threatening Ma rlanna Their numbers rated at thousands num- Der of towns have been burnt by the sayaoes Report says that Columbia, (Henry Court-heuse Irwington, and Roanoke, were birnt on Saturday night Franklin and Wsodve on Sunday.

 The steamboat Georgian, descending the river was

 fired nto 1t is sad by at least thousand balls from the town of Roanoke, in DO ssession of the Greeks. The 4nae Calhoun, with an ascending freight, pressed by the inhabitants to carry off the and children. All of course is confusion, distress and alarm. Capt. Wood of Apalachcoa, we'll known in this community is among the passengers returned, and with him Dr. Me- Mann, of N. Orleans, returning from Mariannas They give information that the inhabitants there are fotify ing the place. in anticipation of speedy attack and special messenger, Mr. Star, weI-known merchant, came with application to Commodore Dallas, for aid of arms and ammunition which, of course pro- promptly granted. The aspect of affairs grows darker and called upon to take hold of it in earnest and prepare to do what becomes for repressng and pun shg these lawess savages and protecting country from their rayages.-(Reg

 The St. Louis Bulletin of the 18th says: sCol. H. Dodge has been appointed Governor of the Territory of Wisconsin. This appointment promotes Lieut.. Col. kEARNy to the command ofthe Dragoon corps Maj. MA SON l. Cooleicy, M te the Majority. .'-Louisriiie Journal.

 The New Orleans Bee of the 11th inst. says: A let ter dated Galveston April 25h that the Texians Il ion of the Mexican army under Generals Urea and Sesma--those who figured at San Patrico and San Antonio'-Ib.

 There is a political tie in both of the N Y. City Councils. They have ballotted nearly hundred times for President without success Whig has been elected Clerk over the late incurnbent.-Ib

 The citizens of New Orleans as we learn from the N Advertiser of the 7th have caught an aboltionist He forged free papers for couple of negroes, and overheard quoting scripture to persuade them to rob their masters and to fy to land where their rights would be respected. The wretch was handed over to Judge Lynch, who gave bloody account of him.-ib"
14_1836-05-27_p2_sn87062070_0039334295A_1836052701_1107,The Arkansas advocate.,01,1836-05-27,p2,,,"The election of two White men in Camp bell county, Va. was followed by the extin- gushing of the Lynchburg Democrat, the on- ly Van Buren paper in the county."
2_1836-10-07_p3_sn87062070_0039334295A_1836100701_1184,The Arkansas advocate.,01,1836-10-07,p3,EXPEDIENCY ns. LAW,,"

 he words at the head of this article challenge serious consideration. Nesuvus looked upon as an ex- tln9nlshed volcano. Almost to it's summit covered With farms and vineyards, while around it's base thckly settled towns, magnificent villas, and highly cultivated country. The admonshng symptoms heard eehoing at times in the bosom of the frehl were ln- needed, until 1t burst forth with the concentrated fury of ages o rest and buried the surrounding country city and held forest and vineyard, in flood of molten fire. So it lsWlth ns We sleep voleano--unconscious-drea ing ofilberty-we await in stupid apathy the flood which IS to sweep us. The reign of expedency commen- eed years ago-the reign ofthe law nearly over Over the whole extent of our country popular frenzy and popu lar vengeance have outsfpped the tafdy justice of the laws and enthroned themselves in its stead Let every man think seriously the subject. Look through the United States and observe in how many instances the laws have been trampled Look at the mobs in Charleston, New York, Baltimore, Washington, Vicks burg, St. Louis and Cincinnati. In New Orleans wi dows house demolished herself and her daughters com peed to fly, the house robbed of it's contents and runed Ihs was concerted plan of plunder done in the night and with the cool deberation of regular mob. The burning of the near Boston was of similar cha racterso the mob in Baltmorea got up for the sake of punder-al connived at by the officers of the law and III all the perpetrators escaped punishment Such occurrences these becoming frghtfuy frequent. They do not any part of the Union-bu s- multaneously all 1t. Take some recent examples. At St. Louis negro has been burned by mob-and the Judge has charged the Jury investigate the mat ter The Editor of paper n the city expressed his dis appreciation of the Judges charee-Whereupon q mol,

 

 as to Alton, ghborng town. They were seized by the mob and utterly destroyed the moment they were landed In Cincinnati another printing office has been destroyed in defiance of the law and it's minister's In Arkansas one man has been hung without the show of triai on the Memphis roadand another in Chcot coun- y. In Flcksbarg two shot down in the street. In eW ork murderer has been acquitted by the criminal lavorltlsm of the Judge. murderer in New Orleans, who Killed himself jail when under sentences has been purled With military honors ""A Jndge lYnched in Car hsle, Ky On every breeze these things come to us- ana yet we sleep on. Do not know that when the law Is oserpoWered and be strong the tide of popular Iury may reach well as another! The people have been told from high places that law should give way to expedeney. It is this doctrine which prompted the removal of the Depositest was taueht the people by Amos Kendall when he commanded fhe soppage of publications in the mail at the discretion ot the postmasersand if the present state of tbnos cont nues the excesses of revolutionary Franco will be ed among The guillotne will be put in the market plaees and the victims of popular fury be dragged to the fatal axe. The popular fury, allowed to trampe on the law as at present, will be directed polticsthe strong party will guotine the weakfor popular fury once excited, may be turned on any point The sans eetoaes have already commenced their rule, and some Napoleon Will spring up the midst of anarchy and iiaAe us saves, because aoere loo free."
3_1836-09-27_p3_sn87065592_00415662385_1836092701_0426,Southern telegraph.,01,1836-09-27,p3,"PROSPECTUS

weekly newspaper to be published in the
city oT ViCksburg, 10 be entitled
TIE MISSISSIPPI SENTINEL


AND
STATE RfGHTS EXPOSTTOR,
edited and published by
DocT0Es VI. II. GREEN AND JAMES HAGAN.",,"FHyIIE great and growing resources OF


Mississippi aRd the rapid increase Of
wealth, population and business, seem %
demand aho;her Paper in this City.


The POLITICAL character of this Paper viii
be indicatcd by its title. Ii will advocate
The great principles Of S.ate Rights and
: Stale Remedies, and announce, from the
waite tower every eAcroachment of the
Federal Government on the rights of the
States and the liberties of the People. BY
frequent recurrence of the first principles,
end the doctrines taught by the trainers OF
ihe Constitution, twill endeavor to imparl
peope aG tbs federal q fS s2@RPast Ssi that the
ed 70 resist the advances of despot:3m and
corruption.


The peculiar Institutions Of the South,
and the present crisis, require energy, in
intelligence and Organization on the part of
The People The wealth and luxury Of
Rome only stimulated the rapacity and av
arice ofthe Northern barbarians. We must
not only, individually, become acquainted
with the rights and interests of the South.
but we must effect such union of feeIjno


such physical organization as will defy
the told schemes OF fanaticism and the
wiies oftreacherous demagogues land trans
init to posterity our glorious institutions,
pure as we received them from The hands Of
our forefatiiers.


Though there arc times and circumstan-
ccs when the law may be dispcnded with,
and summary punishment be resortcd TO-
yet we are convinced that Lynch law has
become quite too common all over the
country. 1t has excited furious and san
Culinary spirit at war with civilization, and
injurious t. the prosperity and happiness Oh
or common country. Ithas in many cases
enabled individuals to wreak vcngoancc
for private griefs, at the expense of the
peace and order the community, and the
lifo, probably, of the innocent. The SEMI
hei will uphold the majesty of the laws !.
believing that they ought iofis to be dis
Pensel with ia extreme cases, when public
liberty and life are threatened by the organ
lied bands ofconspifators.


The Sentinel viii uadeaVof to present
$50 tSNuNAHNNiJH suIfI VIEWS lis VIII alu IN |
developing the resources and increasing the
wealth and prosperity Of the State.-4Its
caiumns will lie open at all times to the
Mechanic as Eellas the Merchant OF Plan.
ters and every class of citizens when ilIcir
rights aad interests arc assailed, can pre-
sent their Grievances to the public through
The SentlneE


A portion ofthe paper will be devoted to
llteratuTe, notice new works. aS5e.--.,.---


A portion of Advertising and JOB work
Is expected.


The paper will issue as soon as the re-
Huisite number Of subscribers shall be OBJ
iained.


1Trnns-$5 p6r onnum ifpaiJ in adj,
vance, or $5 at the end ofthc yeat,


Editors and offers favorable to the
establishment Of the SENTINEL, will please
furnish us with the names of subscribers
at as early day as possible. .>
aVicksburg, Sept. Is, 1886. 33
"
41_1836-07-15_p2_sn87065592_00415662385_1836071501_0395,Southern telegraph.,01,1836-07-15,p2,,,"""What great thing has Martin Van Buren,
ever done for the Southg""


Lynchbmgh Virginidn.
If Mr.. V B. has failed to do any great
thing for the Southern States, it is surely no
fault of his. Has he not proposed to give
them nearly million of additional voters by
conferring the right Of suffrage upon their
negrOes2"
21_1836-11-11_p1_sn87062070_0039334295A_1836111101_1202,The Arkansas advocate.,01,1836-11-11,p1,"Total,",,"The Jackson spece4paying Land Circular issued for the benefit of Blair, Kendall and Go. has excited great alarm as well as indignation in Mississippi. As an ev- idence of this fact, ae told, by the Nachez Cour- ie of the 2d inst, that the Banks in that place instant ly on the reception of the circular resolved 10 cease dscountng, and order that effect was sent to all the branches throughout the state. This measure was deemed necessary to the safety of the Banks, which would otherwise have been speedily drained of every dollar of their specie. The perncious effects of the Treasury Order must be as we have all along antic- pated, most seriously felt in the West.-We hope how ever, that, among ifs evil tendencies, there is one re- deemng vrtue-and that is, that 1t will open the eyes Of the people of that region to the importance of super sedng administration which wantonIy embarrasses their pecunary condition, and retads their prospefity by hazardous ""e1peiament,o called for by no public necessity and the direct operation of which must be to fill the cofers of few unprincipled spectators at an immence sacrifice of public and private interest. Lynch6arg Virganian

 The opinion, entertained of Gen. Harrson by Gen Cass, late Secretary of War and now Minister to France, may be found in the North American Review No. 30, page 97. Gen. Cass Is known to be the au- thor of that interesting article, in which he says:

 ""We happen 10 k9so,u, and the whole American Peo- pie know, that the troops under Gen. Harrison did not attack the Indians. The army encamped in the yicin- y o the Prophets town, under the expectation and with the assurance, from the Indians, that the difficult

 

 day. But the General had been well trained in the school of experience. He was able and cautious and hls troops were braves and to these qualities they ow- ed their final safety""

 Bank q the United States.-It IS generally known that the present administration justified the destruction of the Bank of the United States on the ground of its insolvency in the repeated declaration that the money belonging to the Government was lost. It will excite no surprise when 1t IS stated that the Bank has inform ed the Commissioners that they ready to account with the Government for its stock, at one Hundred and sepen dohars and forsepsn cents for each share of Sloo So much for the truth and honestu of the pre- sent corruptionists in power

 MIcHlGAN.-The late elections in Micb;aan were Conducted almost universally upon party grounds. The Tories generally were for accepting the terms offered by Congress for the admission of Michigan n- to the Union, and the Wings were for rejecting them. We know, that all the Van Buren presses in the Terri tory without exception for the terms, and all the Harrison presses aqanst them The issue is well known the people decided against the terms by ma Jor'y of re to This result leaves doubt, that --:c;:;; al' IS THE HERO OF THE NORTH WEST. SiGS IN lNDlANA.--A register is kept at the Union Inn, Indianapolis, where each yisef IS requested to inscrbe his name and his political opinions. A few days ago, the list stood-or Harrison sS1 for Van Bu ren SIS, and for White 2s. That's the way the wine sets in Indiana.

 "
42_1836-06-24_p2_sn87065592_00415662385_1836062401_0383,Southern telegraph.,01,1836-06-24,p2,,,"Governor LYNCH has offered a reward
BY proclamation Of Three Hundred Dollars
for the apprehension and deIivoryof THcnAs
THArcHER, who murdered Samuel dahan,
in vicksburg, on the 25th Of last December."
50_1836-06-24_p2_sn87065592_00415662385_1836062401_0383,Southern telegraph.,01,1836-06-24,p2,,,"Most Of our readers, no doubt, have seen
notice of the explosion on board the stoam-
boat Rob Roy, which took place on the 9th
inst, about two miles above Columbia, Ar
kansas. The following is list Of the names
of persons killed and wounded by that terri
bic accident-if any such occurrences eau
be termed accidents.


BOATS CREW.
Levi Jackson, (CarPenter) Louisville, badly
scalded


John Share, (cabin hoy) do since
dead.


Felix Davis, (colOurcd man, fireman. Jetier-
sOnyille, severely scalded-since dead.
John DOzier (deck hand) Beaver county, Pa
slightly scalded.


Charles Lowd, (tireman) Boston, slightly
scalded.
George Williams, (coloured man, iircman)
Cincinnati, not found.


DECK PASSENGERS.
Henry Snodgrass, Parker CO. Ind badly
Levi Hamblim, Dearborn City, DO
John O'B,icn, City Cherry, Ireland,do
William Lynch, Cincinnati, Go
I p. w. Blna, Madison, Ind. do
Michael Reagan, Warrenton, Miss. do
- Hentry, Louisville, slightly
John Cavcnaugh, Cary Co., Ireland, badly
William Spear, Pttsburg, Pa. do
VIM. Southwark, New York, slightly
Richard Fulton, Davis Co, Ind. do
William Reagin, Scott Co, Mo. badly
~ a; Drauen, Lowerdale Co, Tenn. do
wne anu Children since dead.
Peter Vincent, (col'd many Highland Creek,
not found.


1ilden Hodge, Randolph, scaldcd badly


The number lost overheard cannot be ac-
curately asccrtuined perhaps not more
than 3 or 4, besides those enumerated In
the list,"
12_1836-03-25_p2_sn87062070_0039334295A_1836032501_1071,The Arkansas advocate.,01,1836-03-25,p2,,,"The Committee on Banks in the Viroip;, Legislature, it is intimated in the Riebman. Enquirer, will report in favor of addIjitiionsI Banking capital to the amount of six m,I lions of dollars, to be granted to four Banks with branches) at Richmond, Norfolk, ps tersburg and Lynchburg.-BaA. i'm."
