article_id,newspaper_name,edition,date,page,headline,byline,article
35_1861-09-13_p1_sn88064478_00211100916_1861091302_0450,Shreveport daily news.,02,1861-09-13,p1,,,"- The persons arrested in =
Louis by the Lincoln authorities al-
imprisoned in Lynch's negro marke'
and communication is not allowed
between themselves and their Friends"
36_1861-05-18_p2_sn85025202_00279557293_1861051801_0322,Weekly Trinity journal.,01,1861-05-18,p2,"by Pony Express.

Telegraphed to the Trinity Journal. ""","SACRAMENTO, May 10th.","Inc fOny Express arrived at Larson Olty Oh
the evening of the nth list. The report of the
| Union being very lengthy, and not important,
we have collected the most interesting items,
emitting the balance,


ST. LOUIS, May 4.-By application just made
by some of the diplomatic corps, at Washington,
on the State department., the following points
were ascertained First-Vessels in the blocka-
ded ports before the blockade was effected, will
be allowed reasonable time to depart Second
Vessels bringing emigrants, though they had no
notice of the blockade at the time of their de-
parture, will not be allowed to enter the blocka-
ded ports. That class of persons come to the
United States chiefly by the States on the Mssiss-
ippi river, and it will be better for them to enter
an open port, than to encounter the injuries and
casualties incident to the insurrecton.


dispatch from Raleigh, N. c., says the Leg
islature met yesterday. A bill was introduced
callinga ""a Convention to assemble the goth of May
1t was passed, unanimously. There was no ref
erence made of the result of its action on the
people. The Southern Confederacy flag is flying
over the Capitol North Carolina is virtually
out of the Union. The Governor says in his
message: The Northern Government is now
concentrating q large force in the District of
Columbia, ostensibly to protect the seat of Gov
ernment, but such force cannot be allowed to
remain within the limits of Maryland or on the
borders of Virginia, without endangering the
liberties OF the people of those States and if they
be conquered and overcome, We will become the
next prey to the invaders. The policy therefore,
as well as a feeling of brotherhood, increased by
common interest requires US to exert our ener-
gies in defense of Virginia aud Maryland. Every
battle fought there will be battle fought in be-
half of North Carolina, and therefore troops
should be speedily sent.


The Petersburg Express of yesterday says that
a Kentucky regiment of 400 men are on their
way to Lynchburg. The Governor has deter
mined TO station large number of troops at
! Petersburg.


The Charleston Courier of Tuesday, says =
we learn from reliable source, that President
Davis will take command in person as G eneral
inchief Of the forces gathering in Virginia.


The principal officers of the military depart
ment at Washington are, Col Mansfield, com
manding Maj. Barman, Chief Engineer Maj.
Bucker Chief of Quartermaster department
Lieut.. Beckwitb, chief of subsistence department;
and surgeon Lamb MEDICAL inspector.


The Goth regiment still guards the railroad
from Washington to Annapolis junction.


The garrison at Fort Monroe numbers 10, 600
Massachusetts men, and 300 regulars. 5000
Virgiuians were on the opposite side. Vrginians
are erecting battery at the entrance of IIamp.
ton Roads


From information, said to be reliable, it is as
certancd that Virginia herself, does not mediate
an attack on Washington The subject being for
a consideration of the Confederate States The
introducing of troops into Virginia is said to be
in anticipation Of the declaration of war by Con
gress, it was expected that the large gather
ing in Washington ultimately intended to invade
the South.


The steamer Bradford, of the Boston and Bal. |
timOre line will sail to morrow with full cargo
for Baltimore. She is forbidden calling at Nor
folk.


In the Maryland Legislature yesterday, the
committee on Federal Relations made report
on the subject of communication from the mayor
of Baltimore, in relation to restoration Of rail
road communication between Baltimore and
other points. The following is an abstract. The
committee considered interruption Of travel an
aggravated evil but if facilities for invasion are
offered to fana:ical and excited multitudes from
the North, who publicly threaten our destruction,
it could hardly be consistent with prudence to
open channels to communicate with the Northern
States. They cannot be efficiently re-established
without guarantee from some quarter for safety
and peace. The report then speaks of the course
of the General Government in stationing troops
| at Annapolis, and seizing the road to Washing
ton, and considers such a as treating them
as IA conquered province. 1t is therefore the
duty Of the Legislature to ascertain the position
which the General Government determined to
pursue towards the State. The committee con-
cludes with the following resolution =


ROsolred, That there be appointed commission
ers to confer with President Lincoln, with regard
to the present and any proposed military Occu
patton of this State by the General Government
Also, to ascertain whether any arrangements are
practicable 10 maintain the peace and honor Of
Maryland. Adopted by both Senate and House
The Union demonstration last night at Lexing-
ton, NO. was broken up by seeessionists. One
Union man was shot, but not severely hurt
There to be Union meeting there at two
o'clock, but it has been suppressed by secession
lists. A secession flag now waves in trout of the
Court House.


The Missouri Legislature in extra session., con.
vened at Jefferson City, on MAY Sd. Governor
Jackson, in his message criticzes the policy of
President Lincoln in calling out troops against
lDe SOhth, ana advocates the afHlhS OF MISSOURI
for defense of the State, and advises the State to
remain neutral.
The N. Y. Woyld'S Washington correspondence
announces the blockade of Virginia ports, forts,
&c. The 69th New York regiment is stationed all
along the road TO Washnton. Their posts are in
hailing distance of each other. A captain of the
Goth regiment, arrested a spy on Wednesday, at
Annapolis, just from Montgomery with import
ant papers lie is a brother of the Crandall, of
iiob0ken, who was killed by Cuban some time
| ago. He will probably be hung.


The son of an influential family is under arrest
as a spy. lie opened dispatches delivered to
him at Washington A correspondent of the
Baltimore Sun has left fearing arrest. The
populace were anxious to lynch him.


Major Dodds battalion left Boston yesterday,
on steamer Cdnabridge. for Fort Monroe.


1t is reliably stated from Annapolis junction,
that the Goth regiment caught man attempting
! to draw spikes from the rails and shot him in"
70_1861-10-05_p4_sn86058108_00279557384_1861100501_0164,The weekly Butte record.,01,1861-10-05,p4,Billiard Saloon,,"TUNHE ABOVE BILLIARD SALOON, WITH
u Eight First Glass Phelan Tables, Is now open
to the public. The Cushions on these Tables are
the latest patent, and are great improvement on
their predecessors. The ROOM is fitted up so as to
combine Elegance with Comfort. The BAR will be
bept constantly supplied with the very choicest
brands of Wines, Liquors and Segars; and the sub
scrbers hope by strict attention, to merit the pa
tronage of all who admire and practice the game of
Billiards. DAN LYNCH,


NJ. f. HUGHES,


72l and 722 Montgomery st.


Opposite the new Metropolitan Theatre,


San Francisco.
The subscriber begs to inform the public that the
above mentioned Billiard Saloon is also intended to
serve as a show and salesroom for


PheIan's Patent Combination Cushions and


Model Billiard Tables,


And Billiard Trimmings of every description Par
ties desrous of purchasing Billiard Tables will thus
have an opportunity of selecting from varied as
sortment, both in style and finish and can also test
the superiority claimed for the Cushions and Tables.
Mr.. DAN LYNCH will always be on hand, and
ready to give all required information with regard
to the merits of these JUSTLY CELEBRATED
BILLIARD TABLES. The subscriber cordially in
vites all interested parties TO call and examine.


NJ. E. HUGHES,
Agent for Phelan's Patent Combination Cushions
and Modern Billiard Tables. jy20-3m"
22_1861-05-22_pNone_sn84027352_00279528578_1861052201_0715,The weekly Ottumwa courier.,01,1861-05-22,pNone,From the Seat of War.,Special to the Herald,"Tha Lynchburg Virg:nian of the 18th
says the remains of Washington have been
conveyed to Lexington, Va, and there in.
tered in a suitable musoleum.
Direct news from Harper's Ferry, received
by this arrival. A new battery has beer
erected on the hills. 1t was supposed by
the rebel chief that they would be attacked
soon after the close of this week, and that
Gen. Butler would command the expedition
Yesterday scouting parties were sent on,
and telegraphic signals agreed on, by which
approaching troops were to be made known


Gentlemen from Virginia here now con
firm the report that an army which invades
that State will be harrassed by numerous
bands of Gurrillas.


An officer of troops just from Carlo, says
Gen. Pillow was certainly seen on the Ken.
tucky side of the river on Saturday.


The Times Washington dispatch says the
Secretary of War has to-day accepted the
first Brigade of Chicago, 5000 strong. They
go for the war. Col Mulligan leaves 70,
Illinois tomorrow to bring them On. They
have orders for marching in this direction as
soon as he arrives.


Learn from the Postmaster General thai
it is intended tomorrow to suspend all the
steam naval service in the seeding States
as these steamers have no business now OF
any importance except the mail service, from
which the government derives no benefit
1t becomes nothing but subsidy to sustain
broken down vessels in rebellious territory.
All sub-contracts will therefore be annulled
by the government.


1t is reported that a letter received from
Col Lee by a gentleman in this city saws the
whole statement of the removal of Washing.
tons remains is without the slightest foun-
dation


The statement made by some Baltimore
papers that all the troops recently passing
through Baltimore had not been molested or
!nsultcd, is incorrect. Ringgold's artillery
were grossly insulted nearly all the way
through the streets, but no offensive attacks
were made.


1t is reported that in consequence of G ov.
Hicks remonstrance that Virginia troops
have been withdrawn from MARYLAND. Tf
promptly occupied by us the Heights thus
vacated will completely command the town
and encampment of Harper's Ferry.


Worlds dispatches says the Huntsville
has joined the Niagara before Charleston
harbor, and the two now constitute an eff
cient blockade there. At the last accounts
nothing but fishing smacks had been caught.


1t was deemed necessary to-day to stop
rnmors to despatch messenger 10 Arlington
Heights, to make critical examination to
see if any batteries were erected or any
troops were at hand He has returned and
reports I've saw no cannon, and with the ex-
ception ofa small picket guard of 20 men
opposite Georgetown, there were no soldiers
to be seen within a radius of 5 miles of the
Heights.


tits stated that Chief Engineer HasweA
from New York, who was lately under arrest
at Harper's Ferry, was released on the
strength of dispatches from New York, de-
claring that if he was hung, every Virginian
in the North that could be found, would
meet a similar fate.


[Tribune's Dispatch


The President has accepted three fine tugs
offered by Mr. Sturgls of Chicago. some
weeks since, will be detailed for service at
Cairo.


Arrest for treason continue to be made
daily-the lines are being drawn more closely.


A young man cf Newark, N. j., Just ar
rived from Charleston, says there is very
little military activity there All the troops
had marched for Virginia He witnessed
the bombardment of Sumter. If any were
killed at Moultrie or the battery, thay were
buried there, and the fact was not known at
Charleston. That he has seen Beauregard
twice since the bombardment. Hercmained
in Richmond one day. There it is all action.
Troops are continually arriving and depart
Ing. Says cavalry are good men, but poor
horses seem to be very numerous Perfect
confidence as to the result of the conflict
reigns everywhere.


WASHINGTON, May 17.-Maj Mulligan's
Irish Brigade has been accepted for the war
The department daily receives bushels o
letters from applicants for places, both mill
tary and civil, most of which ask for replies
1t is proper, therefore, to state that it is the
inhexible rule, that letters relating to such
subjects, though read and filed, are NOT ant
cannot be answered.


Special to the Herald.
1t is useless to disguise the fact that lead
ing members of the diplomatic corps ir
Washington are engaged in constant and
anxious discussion, on the course it may bt
necessary for them TO adopt They have
recently received urgent instructions from
their respective governments, to inform then
with the utmo: precision, of the chances o
the two sections in their present deadly
quarrel.


tbs leaked out that the government ir
question, declares that their commercial in
terests are identical in great degree with
the South, and that if they are forced into
taking sides with either, they will be com


"
1_1861-01-05_p2_sn84026881_00279557220_1861010501_0007,The Nevada Democrat.,01,1861-01-05,p2,,,"BRCAPE OF PROP. MTCHEIL.-A travelling
correspondent says that, on his way through
Southern Mississippi by coach, be saw the
dead bodies Of two men suspended by the
neck from trees by the roadside. In an
swer to the inquiry, ""FOr what were these
men hung?"" be was told, Because they
were id AbolitiOuists ~ He also relates
the escape of Prot. Mitchell, the well known
astronomer of Cincinnati. He was on the
cars going South, and when near Jackson,
Mississippi, man somewhat in6amed with
liquor. but more with pro-slavery hate, en-
tered into conversation with him on politi-
cal subjects. The Professor was cautious
and reserved bul venturing TO say that he
thought Lincoln was conservative man
and would not do injustice 10 the South, his
2ro-slavery friend was greatly incensed,
and when the train halted at Jackson,
jumped to the platform aud shouted to the
crowd about the station There's a id
Abolitionist on the train Lynch him
Lynch himW Instantly at least fifty men
jumped on and commenced search for the
offensive specimen OF Northern opinion
but before the Professor could be pointed
out, the conductor, seeing the danger, pull
ed bis bell.rope and the cars moved off, and
with them the Professor, with whole skin."
24_1861-11-21_p3_sn84020422_00383342934_1861112101_0367,Smyrna times.,01,1861-11-21,p3,The Skies Frightening.,,"The news from every quarter gives some i6e1
.fihs vast power which the Government have
E.r msnths been accommodating We are now
berinning TO see .he difference between abun
d.ut means-eonsciousnes of a just cause
ka.iness method-habts of order and subordi-
asiioa and 4 mechanical training, on one side.
and a wild frenzy, unsupported by single
aaality. save desperation, on the other. The
6rs, successes are usually on the side of the
latter, as a mob may be able to bura down a
stir, while the next day no trace Of its organi.
s..ion can be found. We have waited till every
whsa the blows we strike are irresistible. be-
cause they cannot be opposed by equal prepara.
lions aud resources. We are rewarded COR our
ystienee and sacrifices by the unmists bile
proofs that we can see the beginning of the
sad


The intelligence that Capt. Wilkes, in the
San JacintO, boarded British mail steamer
sf Bermuds, and took Iherefrom the rebel com.
aissioners, Messrs. Slidell and Mo son, has pro
Asesd profound sensation in the public mind.
Thsr capture is the event OF the day it was
% tsn strike "" scarcely looked tor, and the con.
sssuencss cannot fail TO BE of great importance
90 the future good Of the country.


Another exciting, though not perhaps the
asst important intelligence, is the success of
the Great Expedition. This was to be expect
cd. II is undoubtedly master of the finest es-
tsafy % the Southern coast south of the Cirs-
spsske, add position of unequaled value as a
bsse Of operations. The first bolt from the
tssl has fallen where it should fal-upOn South
Csfolna. Il threatens alike Charleston and
Sa'tnnah, and cutting off communication be.
twssa them, will give employment 10 force
tsies as great as that of which the Exrsdition
ID sonPOsed-bOih Of these cities now being at
ear mercy, unless the army of the Potomac is
recalled for their defence. The prestige lost
hI IAs rebel and gained by the Union cause is
ssheIent TO turn the whole scale in our favor.
Bss this Expedition is to be repeated till every
Iap'riaat point Oh the Southern coast is in our
Possession. The i'm possibility of defence will
really prevent any determined resistance from
bslsg made.


Oa the North the intelligence is equally
ehssring. Missouri is practically cleaned of
ns rebels. Price, with his horde Of bandits
has sought refuge in the wiIds OF Arkansas
The movement of Nelson in Kentucky looks as
u D"" desIga was 10 succOr East Tennessee, and
imnsdsiely on ais approach the Union senti
neat 10 that part ofihe country begins 10 arouse
hsslf. and the first movement is to crioole the
rebels means Of communication by DESTROYING
the railroad bridges in East Tennessee. The
snsges destroyed are also in the rear Of Zoli.
esher ssd Buckner, operating in Kentucky
iher destruction not only endange-s them,
est u will be very embarrassing to the armv in
Virginia, the Virginia and Tennessee Railroad
ssnneeting with the Central and Eastern Vir
gaia Railroad at Lynchburg. ZlEicoffer. IN.
supported, will not only have to fall back upon
Ca@berland Gap, but very probably still furth.
sr South. and perhaps to Central Tennessee.
iAs cooperative movement upon the Southern
e0ss'' aud ihe success in Kentucky, will give
tie Union men of East Tennessee renewed
ssursge and zeal.


fsT tho hrst time 10 the war we are now
presenting superior forces at every point of
sss'set. We are just beginning to display
strength against which The rebels can oppose
s0'hing Of the kind, every movement having a
ssmnon object. The roar of the cannon at
besufort is far more terrible 10 the camp at
Asnassas than an attack. with all our forces.
10 honi. We turn its flank by force that is
ssa within 500 miles Of il. We have rassed
h'ssgh the most trying ofaII periods-that of
s'sPss'ion, during which, IRON apparent mac.
""sn we bad to subject ourselves to all the i'm
Po'si'Ons Of weakness sod incompelency. Be-
essse The rebels could ere building and rush
torwsFd IN blind rsnge in their work of des,suc.
p'a' restrained by no respect for law, or the
smges that characterize Christian society, for.
sgnsrs pronounced it success We are now
s'spFO'ing Shis great lie, and showing thai in
tsHigenes aud Freedom are more than a match
's' ignorance and Slavery.





m"
11_1861-08-22_p4_sn84026881_00279557220_1861082201_0403,The Nevada Democrat.,01,1861-08-22,p4,ELECTION PREC1NCTs.,,"At meeting of the Board of Supervisors for Ne
vada county, held on Saturday, Aug. 18th, 1861, i
was ordered that the following precincts be esta bsh
ed the Election Precincts Of the County OF Nevada
and the several persons named were duly appointed
as the Inspectors and Judges of the respective pre-
cincts at the General Election to be held on Wednes
day the 4th day Of September, 1861, to wit:
Nevada TOWNSHIP
Nevada Precnct-At j.. n. GOuld's store, on Pint
street. T. T. Davenport, Inspector; E. L. Craig,
W. Potter Judges. .....
Blue Tent-4t Mulchay's store. P. H. Dowd, In
spector; Geo. Van Mater, Capt. Head Judges.
Mountain Well-At Vandereith's. Jas. ID. Page
Inspector; o. Heffron, A. Moore, Judges


GRASS VALLEY TOWNSHIP.


Grass valIey-At Smiths Exchange John Rule
Inspector; DR.. Shoemaker, NJ. Z. O'COnnor, Judges.
Allison Ranch-At Smith 4 Sherland's. Henry
Herbert, Inspector; J. r. W. Walker, ,--SherIand
Judges.


SebastopOl Hill-At Ducoty's store. G. II. G.
Stackhouse, Inspector; ]. Byers Phil. Roberts, Jud
ges.


Norambagua Mill-At Coughs store. Major Muir
dock Ins pectOr John Shaw. J. 1odge, Judges
Burroughs Ranch-At Burroughs store. J. B.
Underwood, Inspector A. Goodwin, T. Huston, Jud
ges
Buena vista-At C. Tarkors 8. Lewis, Inspector
Chas. Leach, d. NJ. Baker, Judges.


ROUGH II READY.


Rough Ready-At Walling's Hotel. A. C. Rean,
Inspector; j. N. McGuire, A. smith, Judges.
Indian Springs-At Indian Spring House. L. l..
Hatch, Inspector Jas. Downey, G. d. Gassaway,
Judges.


Tooney Flat-At Trails store. Geo. Fuller, In
spectOr; C. MonaseO, +. N. Trail, Judges.


Anthony HOuse--At the Anthony House. s. p.
French, Inspector; VIM. Payne. Jas Lynch, Judges.
Newtown-At Schardin's. f. Robins, Inspector;
VIM. MeCrea, VIM. Harris, Judges.


Jones' Bar-At Williams store. - McCarty,
Inspector John Williams Joel White, Judges.
Bridgeport-At Coles. D. J. Wood, Inspector; c.
Cole, - Bourne, Judges.


BRIDGEPORT TOWNSHIP.


French COrral-Al French Corral House. l.. White,
Inspector; Vim. AOultOn, N. w. Clark. Judges.
Birchvle-At ThompsOn's. A. A. Hodge, lnspec-
tor; Cadwalader, p. PurdOn, Judges.


Sweetland-At Assembly Saloon. 5. s. Lewis, In
spectOr; $. s Hussey, J. r. Ewing, Judges.
North San Juan-At Union Hotel. N. c. Miller,
Inspector; j. A. Seeley, b. lindsley, Judges.
MOntezdma-At Uggett's. A. J. Ray Inspector;
Z. Stevens, G. Monroe Judges.


Cherokee4-At Turkeys. NJ. w. Martin, Inspector;
ID. Ackley, A. A. Atkins, Judges


BLOOMFIELD TOWNSHIP.


Columbia Hill-At McDOnald's David Phelps, In
spector; Geo. Ieet, - Groves, Judges.
BloomHeld-At skidmore's. + W. schaf, Inspec-
tor; II. J. Mckinley, John Potter, Judges.
lake Cty--At Arnold's. II. r. McGill, Inspector;
A. A. Wood. Vim. Henry Judges.


Relief Hll-At Todds. G. K. Reed, Inspector; B..
f. Reasoner A. ii. Roller, Judges.


Gold Bar-At Webbers. G. Beans, Inspectors w.
B. Shankln, E. Reason, Judges.


EUREKA TOWNSHIP.


Woolsey's Fht-At Fox's Hotel. W. Mcfarland,
Inspector; X. Dunnng, 4. W. Councilman, Judges.
Moores F1at-At Gray's Office. L. p Taney, In
spector; y. b. Bakeslee, J. Bartolo, Judges
Orleans Flat-At Iegrand's Saloon. e. p. Evans,
Inspector; A. Viro W. j. Tisdae, Judges,


Enreka-At Bohannan's. H. Fletcher, Inspector;
r. Branbury, J. Stewart, Judges


South Fork-At Ieary's. l.. Van Dusen, Inspector;
- Thornton, W. p. Morris, Judges.


Mohawk Flat-At Denton's store. Geo. Fellows,
Inspector; F. Briggs, W. Dievendorf, Judges.
Bowman's Ranch-At Bowman's. - Shaw,
Inspector; !. II. MITCHELL c. Hoysngton, Judges.


WASHINGTON TOWNSHIP.


WashingtOn--At McBeans saloon, VIM. B. Hut,
Inspector; D. Moore, l.. b. Prewett Judges :.
Alpha-At Alpha Hotel w. Crocker, Inspector;
R. q. Tibbetts, Thomas Lewis Judges.


Omega-At Van Vranken's. j.. V. A. lansing, In
spector; J. Templer, A. Summerfeld Judges
Fall Creek--At Hollands. Thomas Holland, In
spector; Joseph Freeman, James Dickinson, Judges.


LITTLE YORK TOWNSHIP.


Little York-At COolbrOth's Hotel. WV Cozzens
Inspector; J. F. Squire, Joseph Gardner, Judges.
Red Dog-At Halls store. J. O. Green, Inspector
W. A. Begole; b. Eastin, Judges.


Lowell Hil-At Mountain House. A p. Schultz
Liberty Hill-At Parrish's store. W. M. Robbins
Inspector; John Slater, Geo. SutleG, Judges.
Inspector ThOs. lattinson, Jas. Green, Judges.
WallOupa-At McCauley' 's.-Jas. Todkl Inspector
}. II. Fuller, J. Cheney, Judges.


Pleasant Valley AT Weiss store. J. Weiss, In.
spectOr; Isaac Hill - Grinnell, Judges.
Camden--At National Hotel. II. X. Turner, In.
spectOr f. Caldwell. L. W. Prebe, Judges.
Quaker Hil-At Billiards.. T. Tierney Inspector
II. Twning, NJ A. Graham, Judges.


By Order Of the Board of Supervisors.
Aug. II. Witness, J. 5. LAMBERT Clerk."
26_1861-06-01_p3_sn82014998_00279557980_1861060101_0095,The Placer herald.,01,1861-06-01,p3,,,"YOUNG AMERICA STORE
SAM. S. WE'LL & CO.
WE would respectfully inform our customers
w and citizens generally that We have just re-
turned from San Francisco with large stock OF
articles of our trade, part of which came by the
last steamer.


G., ,ntlcmen will find better Cigar and moro
extensive assortment at our establishment than
can be offered at other stores OF


Chewing and Smoking Tobacco.
The very best Brands we offer to those "" ho use
the weed. such as the
r. j. FergusOn's Yellow Peach.
James Claitcr's Premium Lynchburg Virginia,
The Celebrated May Apple,
Forest Rose, Our Jewel,
Gold Leaf, Wedding Cake, etc, etc.


For Smoking;
Killikinik, Corn Cob, Peach, and others.


SNUFF.
French Snuff-arge Bottles,
Scotch yellow Snuff,
Lorllad Macaboy.
Goo,wyer's Rappce.


Green Fruit,
Always the best and freshest the markets pro-
ducc


The best selected assortment ever offered In
the place.


Dried Fruit.
California and Malaga Figs.
French and German Brown Pears and Cherries
Dried Currants and Raisins,
And superior lot of large Malaga Rasins
All of our articles are of the best kind, and
will be sold at the lowest rates; and we will en-
dcavor to give full satisfaction to all who will
G,vor ms with call. SAM. S. WE'LL X CO.,


Young America Store,


Adjoining Van Matters Hardware Store.
Auburn. October 9Th 1sG0.-my"
10_1861-08-17_p6_sn83030213_00206530686_1861081701_0860,New-York daily tribune.,01,1861-08-17,p6,,,"Nh Nnich OOos bot oAir' ia W.""
f,or' .""""""' Of the army are young men fresh
of ro.''. INV a boiling over with all the enthusiasm


.,eh, others are genuine OF decayed gen
,,emep; the first anxious to give gooo '0'""u""'
os themselves, the others rejoicing over an oeca'
,;o,, =, retrieve their reputation; the brei-less
LAWYERS, patient less doctors, consttaency''es'
no,;ticians, the acre-less planters, VINO make Up
the een;eel society of the South' conS'i'uto
another large proportion OF me army """"'


,hoss men. who for years have been orp ling in
the uot. houses of Richmond I'd Washington,
have now an occupation nost congenial to their
6shting proclivities, Add TO these the loafers,
paupers, and vagabonds of the South, and the
miscellaneous rabble which makes up the plebeian
population of Dixie's land, and you have glimpse
of the elements Of our opponents. Some OF the
priyates, however, in the South, as in the North,
are men of wealth and high social position,
while those who belong to the less sristocratic
classes bring the same indyidualism to the battle
field. Every one seems anxious to repei the
Yankee upon his own hook, and to kill as many
of the enemy as possible.


All this gives to the army guerrilla charac-
ter and the commanders, fully understanding the
element with which they have to deal, shrewdly
pander to this indiyidualsm, aud the relation
between the officers and the prNates is more
that of friends, all bent on one and the same
purpose, than Of superiOrs and subaltern', though
| the officers belong almost exclusively to the
| higher classes, and are surrounded with the
prestige lowering in the South round the ""gentie-
men,"" Beauregard, more than any other South
ern general. seems TO excel in the handling of
| these peculiar elements of Southern troops; a


dashipg little Creole, standing thoroughly upon


his dignity with strangers aud equals, he has the


knack of ingratisting himself with the soldiers


by the mingled simplicity naturalness, and im'


petuosity of his manner. He impresses one


rather as o soldier of action and sagacity, than


of great and comprehensive mind; as man OF
| thought and intellect he seems to be inferior to
| Johnston, but he blends Southern fire with North.


ern smartDess; his features are mobile; his eye


sparklng; his motions denote restless activity,


while his cOuntenance indicates steady comPosure.


lie has the GOODNESS Of Yankee, and the uipul-


sveness of a Creole, and looks like cross be-
| tween the two. He was lucky at Sumter and
lucky at Bull Run. lie has the advantage Of
this prestige of success and the little man is the
idol of the soldiers and the hero of the South.
| The Southern army is in many instances bare
footed and llclothed aud il-proyisoned; it lacks
powder and money and means of transportstioni
| but it derives strength from the element which
| have described; and if we take into cOnsidera-
ton that the Southron has military nature (the
! children handle horses and firearms from their
infa1cy), while the NOrtherner has rather indus
trious instincts, the North must come to the con.
clusiOn that it has to overpower an enemy who
may he it's inferior in all that makes up the
higher issues of civilization, but who is fonn-
dable in all the brutal and murderou, features Of
the present cOntest.


| Having delineated some Of the elements Of
| strength Of the Rebels, / will now refer TO
| some of their elements Of weakness. The


blockade, in cutting off many Of their sup


plies, constitutes one OF these elements Next


in Importance must be mentioned the comparative


dcfenselessness of South and North Carolina


Georgia Alabama, Mississippi, and Louisiana
most of the available troops of these States
having been sent to Virginia, Tennessee, and
Missouri. Capt. Delong, a brother-in-lsw
Of Beauregard, has Just left for Tennessee,
and the necessity for needed reinforcement to
| that State, as well as ~ Missouri and Western
| Virginia, will diminish the forces in the above


named States from day to day, as the new regi-


meDts raised or raising will be required for


Richmond, Manassas, and along the Potomac,


several regiments having been sent within the
| last few days 10 increase the forces opposite


Eastern Maryland, with view either Of effect
| ing crossing into that State or Of preventing


the National army from reaching Manassas
through the Potomac. Artillery has also been
| seut to the Potomac, 10 Acquia Creek aud
other points, and more will be sent from day to
day.
At Acquia Greek, where Capt. Lynch Of
Dead Sea fame, s commander there are two
batteries, supported by two regiments; several
other regiments are within few miles distance
on the way to Fredericksburg; aud troops and
batteries are on other parts of the river; Ten
nessee regiment, under Col. Bate, near Evans
port, an important point, where the rebels pay a
large salary to q man--the son of Evans after
whom the point, consisting only Of his house, is
called-for the purpose of crossing over with
boats, the river being small there and the cross
ing effected in 70 minutes. The garrisonng Of
all these Virginia and Maryland points will soon
absorb considerable number Of troops. Frede.
ricksburg, within an hours ride by railway from
Acqua Greek, and corresponding by rail with
Manassas and Richmond, is defenseless The
weakness. of the South in future will be in
A."
1_1861-12-18_p1_sn83030313_00271743397_1861121801_0713,The New York herald.,01,1861-12-18,p1,NEWS FROM THE SOUTH.,,"FORTRESS MONROE, Dec. 10, 1861.
The Lynchburg Tirginian Of Friday says that Mary
land regiment has deserted from Incolns army, with
their and equipments It sent out to do picket
duty when it reached the front Of lines IL hosed
the Confederate flag, md marched into Centrevile,
companied by the Colonel and all tho other officers


The Charleston Courier has report from Beaufort stat
ing that the Yankees advanced their position TO
Royal ferry Tuesday, and crossed the ferry under
the Of their artillery 70 tho mainland whore they
destroyed several Confederate rife pits.


The Richmond Examiner Gays that Court OF Commits
soners determine claims for indemnify for losses by
tho war is be organized at The President has
appointed and Congress in secret session. has confirmed
the following the Commssioners:-Georg p. Scar
borough Of Virginia. Thomas G.. Reynolds, Of Missouri,
and Walker Brooke, Of Mississippi


The Richmond Enquirer Of the 18th instant acknow
lodges tho receipt Of the balance Of the clothing from
Massachusetts, for the prisoners Of 1t is consigned
General c. Wndcr, and will be distributed by Licu-
Person Of the Twentieth Massachusetts, regiment,
who was taken prisoner at Iecsburg.s


The Norfolk Day Book was printed on small half
sheet s to be raised in price to Eve cents on Thurs
day.


4 despatch from Richmond dated tho 14th inst says
that Union forcos five Thousand strong, attacked
Col Edward Johnson's command, at Valley Mountain,
the 18th inst but repused with great oss after an
engagement Of several hours
Ben McCuoch has arrived at Richmond.


Colonel +. II. Smith has renguished the command OK
Craney Island and will take charge OF The Virginia Mill
tary Institute.


The steamer s. r. Spauldng has not yet arrived here"
